timestamp,rmssd,coverage,low_frequency,high_frequency
2022-03-28T00:35:00,59.286,0.882,1420.946,703.02
2022-03-28T00:45:00,48.672,0.96,1025.415,573.725
2022-03-28T00:50:00,53.818,0.927,724.549,486.651
2022-03-28T00:55:00,55.334,0.995,516.595,580.359
2022-03-28T01:00:00,58.18,1.005,434.793,626.714
2022-03-28T01:05:00,58.242,0.929,2242.013,502.592
2022-03-28T01:10:00,62.014,0.855,2972.846,395.566
2022-03-28T01:15:00,66.354,1.004,1730.205,749.011
2022-03-28T01:20:00,64.959,0.992,439.792,664.698
2022-03-28T01:25:00,66.326,1.003,680.254,683.622
2022-03-28T01:30:00,74.292,0.998,330.591,894.752
2022-03-28T01:35:00,71.03,0.996,282.177,739.761
2022-03-28T01:40:00,70.209,1.004,590.23,728.462
2022-03-28T01:45:00,69.51,0.979,2100.359,773.478
2022-03-28T01:50:00,72.614,0.995,1873.834,879.318
2022-03-28T01:55:00,75.368,1.0,914.074,839.595
2022-03-28T02:00:00,54.6,0.91,2058.541,272.689
2022-03-28T02:05:00,75.384,0.964,1127.451,1031.045
2022-03-28T02:10:00,66.104,0.942,1262.514,788.98
2022-03-28T02:15:00,80.546,1.001,647.504,1061.089
2022-03-28T02:20:00,81.458,0.955,1085.369,933.625
2022-03-28T02:25:00,83.53,1.004,1674.459,1208.949
2022-03-28T02:30:00,78.204,0.999,727.952,1110.849
2022-03-28T02:35:00,79.18,0.996,772.897,958.803
2022-03-28T02:40:00,86.089,0.991,1001.137,1047.374
2022-03-28T02:45:00,81.411,0.944,2954.351,963.889
2022-03-28T02:50:00,73.683,0.989,1293.755,805.176
2022-03-28T02:55:00,77.647,0.97,2684.354,778.337
2022-03-28T03:00:00,79.875,0.994,2185.782,1046.449
2022-03-28T03:05:00,77.067,0.974,1300.667,1031.198
2022-03-28T03:10:00,79.509,1.002,1380.764,963.17
2022-03-28T03:15:00,75.901,0.978,3843.134,811.078
2022-03-28T03:20:00,65.815,0.898,3907.185,534.715
2022-03-28T03:25:00,38.45,0.992,1547.97,189.724
2022-03-28T03:30:00,55.35,0.935,3514.376,520.86
2022-03-28T03:35:00,42.706,0.951,2253.19,166.844
2022-03-28T03:40:00,69.427,0.846,3945.378,643.519
2022-03-28T03:45:00,65.357,0.908,3093.983,502.323
2022-03-28T03:50:00,34.522,0.95,895.424,96.007
2022-03-28T03:55:00,57.278,0.88,2984.263,385.145
2022-03-28T04:00:00,63.984,0.971,3056.533,702.946
2022-03-28T04:05:00,70.133,0.958,1610.524,868.548
2022-03-28T04:10:00,81.166,1.001,2284.994,1362.857
2022-03-28T04:15:00,79.757,1.003,1640.483,1254.495
2022-03-28T04:20:00,69.367,0.989,1122.325,762.186
2022-03-28T04:25:00,75.059,1.003,1063.348,1070.511
2022-03-28T04:30:00,69.321,1.005,770.965,789.249
2022-03-28T04:35:00,67.43,0.99,916.197,761.301
2022-03-28T04:40:00,72.382,1.002,589.355,936.571
2022-03-28T04:45:00,75.499,0.937,2860.759,1163.034
2022-03-28T04:50:00,77.521,0.998,1282.204,847.535
2022-03-28T04:55:00,79.223,0.966,3585.75,1141.014
2022-03-28T05:00:00,89.544,0.98,1293.141,1295.634
2022-03-28T05:05:00,82.195,0.955,3323.022,961.736
2022-03-28T05:10:00,71.146,0.965,2054.116,920.704
2022-03-28T05:15:00,75.983,0.949,2441.494,1001.143
2022-03-28T05:20:00,79.023,0.973,2200.608,904.66
2022-03-28T05:25:00,77.11,0.957,2066.833,941.196
2022-03-28T05:30:00,80.925,0.916,2180.84,1238.603
2022-03-28T05:35:00,76.92,0.963,2493.779,1334.789
2022-03-28T05:40:00,73.996,0.968,1761.006,1219.736
2022-03-28T05:45:00,76.078,0.996,2791.998,1067.227
2022-03-28T05:50:00,70.685,0.964,2426.908,745.055
2022-03-28T05:55:00,61.337,1.003,4177.424,619.149
2022-03-28T06:00:00,59.375,0.926,4213.584,540.813
2022-03-28T06:05:00,66.879,0.913,3832.208,814.2
2022-03-28T06:10:00,59.294,1.005,1306.385,472.912
2022-03-28T06:15:00,49.424,0.921,1400.122,546.393
2022-03-28T06:20:00,70.048,0.946,3504.903,1080.91
2022-03-28T06:25:00,69.509,0.967,5131.352,889.55
2022-03-28T06:30:00,66.587,0.977,2676.938,912.664
2022-03-28T06:35:00,36.231,0.835,1677.101,102.196
2022-03-28T06:40:00,54.547,0.977,721.886,669.547
2022-03-28T06:45:00,54.732,1.0,676.71,640.591
2022-03-28T06:50:00,63.975,0.992,1523.769,804.501
2022-03-28T06:55:00,56.94,1.002,1481.559,514.655
2022-03-28T07:00:00,54.953,0.999,750.765,577.366
2022-03-28T07:05:00,55.843,0.97,1073.349,640.085
2022-03-28T07:10:00,57.841,1.003,398.564,540.178
2022-03-28T07:15:00,61.215,0.927,2118.314,620.976
2022-03-28T07:20:00,66.136,0.865,2568.378,933.39
2022-03-28T07:25:00,81.538,0.915,5104.902,1030.859
2022-03-28T07:30:00,68.407,0.843,3198.387,897.784
2022-03-28T23:50:00,34.669,0.821,1765.978,193.213
2022-03-28T23:55:00,45.541,0.939,425.915,521.014
