timestamp,rmssd,coverage,low_frequency,high_frequency
2022-03-13T02:15:00,27.513,0.995,626.235,203.767
2022-03-13T02:20:00,33.431,0.939,853.312,249.618
2022-03-13T02:25:00,36.879,1.001,479.963,363.533
2022-03-13T02:30:00,36.72,1.003,230.045,277.57
2022-03-13T02:35:00,39.28,1.004,460.005,345.68
2022-03-13T02:40:00,38.226,0.999,344.644,296.923
2022-03-13T02:45:00,35.139,0.998,190.331,221.674
2022-03-13T02:50:00,39.785,0.952,1475.892,307.343
2022-03-13T02:55:00,33.987,0.997,486.774,230.555
2022-03-13T03:00:00,35.878,1.003,476.341,261.924
2022-03-13T03:05:00,45.467,0.958,3836.129,412.352
2022-03-13T03:10:00,42.731,0.978,3041.694,276.949
2022-03-13T03:15:00,34.26,1.004,744.936,191.126
2022-03-13T03:20:00,34.726,0.987,1375.225,148.228
2022-03-13T03:25:00,39.388,0.942,2172.837,276.465
2022-03-13T03:30:00,46.406,0.988,1413.895,492.904
2022-03-13T03:35:00,46.273,1.004,1057.896,359.806
2022-03-13T03:40:00,46.139,0.979,1189.381,442.365
2022-03-13T03:45:00,40.661,1.002,459.627,325.698
2022-03-13T03:50:00,46.213,1.004,437.157,423.872
2022-03-13T03:55:00,47.669,1.003,396.007,418.131
2022-03-13T04:00:00,47.926,1.003,212.17,407.831
2022-03-13T04:05:00,49.566,1.005,458.077,435.324
2022-03-13T04:10:00,52.619,0.997,351.748,562.834
2022-03-13T04:15:00,48.934,1.003,612.149,397.713
2022-03-13T04:20:00,54.341,0.962,4603.958,489.45
2022-03-13T04:25:00,55.789,0.993,1428.874,691.987
2022-03-13T04:30:00,57.805,0.996,455.511,739.374
2022-03-13T04:35:00,53.044,0.983,650.013,569.383
2022-03-13T04:40:00,56.115,1.004,224.684,640.196
2022-03-13T04:45:00,55.981,0.998,575.288,571.268
2022-03-13T04:50:00,58.622,1.006,337.314,569.57
2022-03-13T04:55:00,59.192,0.955,2327.01,454.107
2022-03-13T05:00:00,55.296,0.962,2391.554,406.025
2022-03-13T05:05:00,56.679,0.984,2700.726,371.645
2022-03-13T05:10:00,28.991,0.964,1285.406,92.832
2022-03-13T05:15:00,46.191,0.992,3006.549,435.834
2022-03-13T05:20:00,33.098,0.971,2640.36,248.371
2022-03-13T05:25:00,43.241,0.975,3931.388,238.758
2022-03-13T05:30:00,51.852,0.977,2613.964,563.114
2022-03-13T05:35:00,52.686,1.004,534.029,525.147
2022-03-13T05:40:00,57.317,0.998,1246.296,761.162
2022-03-13T05:45:00,58.558,1.003,1161.761,575.764
2022-03-13T05:50:00,61.535,1.005,1020.823,952.76
2022-03-13T05:55:00,65.752,0.978,1554.248,766.159
2022-03-13T06:00:00,60.382,0.909,4307.901,545.926
2022-03-13T06:05:00,72.651,0.955,3227.061,1033.412
2022-03-13T06:10:00,59.519,0.996,1205.567,740.398
2022-03-13T06:15:00,58.499,1.004,771.919,560.728
2022-03-13T06:20:00,54.77,1.002,651.299,572.008
