recorded_time,temperature,sensor_type
2022-03-10T00:00,-4.6672995780590725,UNKNOWN
2022-03-10T00:01,-4.6672995780590725,UNKNOWN
2022-03-10T00:02,-4.6672995780590725,UNKNOWN
2022-03-10T00:03,-4.6672995780590725,UNKNOWN
2022-03-10T00:04,-4.6672995780590725,UNKNOWN
2022-03-10T00:05,-4.6672995780590725,UNKNOWN
2022-03-10T00:06,-4.6672995780590725,UNKNOWN
2022-03-10T00:07,-4.767299578059074,UNKNOWN
2022-03-10T00:08,-4.767299578059074,UNKNOWN
2022-03-10T00:09,-4.767299578059074,UNKNOWN
2022-03-10T00:10,-4.767299578059074,UNKNOWN
2022-03-10T00:11,-4.767299578059074,UNKNOWN
2022-03-10T00:12,-4.767299578059074,UNKNOWN
2022-03-10T00:13,-4.767299578059074,UNKNOWN
2022-03-10T00:14,-4.767299578059074,UNKNOWN
2022-03-10T00:15,-4.767299578059074,UNKNOWN
2022-03-10T00:16,-4.867299578059072,UNKNOWN
2022-03-10T00:17,-4.867299578059072,UNKNOWN
2022-03-10T00:18,-4.867299578059072,UNKNOWN
2022-03-10T00:19,-4.867299578059072,UNKNOWN
2022-03-10T00:20,-4.6672995780590725,UNKNOWN
2022-03-10T00:21,-4.367299578059072,UNKNOWN
2022-03-10T00:22,-4.1672995780590725,UNKNOWN
2022-03-10T00:23,-3.967299578059073,UNKNOWN
2022-03-10T00:24,-3.8672995780590718,UNKNOWN
2022-03-10T00:25,-3.767299578059074,UNKNOWN
2022-03-10T00:26,-3.6672995780590725,UNKNOWN
2022-03-10T00:27,-3.567299578059071,UNKNOWN
2022-03-10T00:28,-3.467299578059073,UNKNOWN
2022-03-10T00:29,-3.467299578059073,UNKNOWN
2022-03-10T00:30,-3.3672995780590718,UNKNOWN
2022-03-10T00:31,-3.3672995780590718,UNKNOWN
2022-03-10T00:32,-3.3672995780590718,UNKNOWN
2022-03-10T00:33,-3.3672995780590718,UNKNOWN
2022-03-10T00:34,-3.3672995780590718,UNKNOWN
2022-03-10T00:35,-3.3672995780590718,UNKNOWN
2022-03-10T00:36,-3.3672995780590718,UNKNOWN
2022-03-10T00:37,-3.3672995780590718,UNKNOWN
2022-03-10T00:38,-3.3672995780590718,UNKNOWN
2022-03-10T00:39,-3.3672995780590718,UNKNOWN
2022-03-10T00:40,-3.3672995780590718,UNKNOWN
2022-03-10T00:41,-3.3672995780590718,UNKNOWN
2022-03-10T00:42,-3.3672995780590718,UNKNOWN
2022-03-10T00:43,-3.3672995780590718,UNKNOWN
2022-03-10T00:44,-3.3672995780590718,UNKNOWN
2022-03-10T00:45,-3.3672995780590718,UNKNOWN
2022-03-10T00:46,-3.3672995780590718,UNKNOWN
2022-03-10T00:47,-3.3672995780590718,UNKNOWN
2022-03-10T00:48,-3.3672995780590718,UNKNOWN
2022-03-10T00:49,-3.3672995780590718,UNKNOWN
2022-03-10T00:50,-3.3672995780590718,UNKNOWN
2022-03-10T00:51,-3.467299578059073,UNKNOWN
2022-03-10T00:52,-3.3672995780590718,UNKNOWN
2022-03-10T00:53,-3.467299578059073,UNKNOWN
2022-03-10T00:54,-3.467299578059073,UNKNOWN
2022-03-10T00:55,-3.467299578059073,UNKNOWN
2022-03-10T00:56,-3.467299578059073,UNKNOWN
2022-03-10T00:57,-3.467299578059073,UNKNOWN
2022-03-10T00:58,-3.467299578059073,UNKNOWN
2022-03-10T00:59,-3.467299578059073,UNKNOWN
2022-03-10T01:00,-3.467299578059073,UNKNOWN
2022-03-10T01:01,-3.467299578059073,UNKNOWN
2022-03-10T01:02,-3.567299578059071,UNKNOWN
2022-03-10T01:03,-3.567299578059071,UNKNOWN
2022-03-10T01:04,-3.567299578059071,UNKNOWN
2022-03-10T01:05,-3.567299578059071,UNKNOWN
2022-03-10T01:06,-3.567299578059071,UNKNOWN
2022-03-10T01:07,-3.567299578059071,UNKNOWN
2022-03-10T01:08,-3.567299578059071,UNKNOWN
2022-03-10T01:09,-3.567299578059071,UNKNOWN
2022-03-10T01:10,-3.567299578059071,UNKNOWN
2022-03-10T01:11,-3.567299578059071,UNKNOWN
2022-03-10T01:12,-3.567299578059071,UNKNOWN
2022-03-10T01:13,-3.6672995780590725,UNKNOWN
2022-03-10T01:14,-3.6672995780590725,UNKNOWN
2022-03-10T01:15,-3.6672995780590725,UNKNOWN
2022-03-10T01:16,-3.6672995780590725,UNKNOWN
2022-03-10T01:17,-3.6672995780590725,UNKNOWN
2022-03-10T01:18,-3.6672995780590725,UNKNOWN
2022-03-10T01:19,-3.6672995780590725,UNKNOWN
2022-03-10T01:20,-3.6672995780590725,UNKNOWN
2022-03-10T01:21,-3.6672995780590725,UNKNOWN
2022-03-10T01:22,-3.6672995780590725,UNKNOWN
2022-03-10T01:23,-3.6672995780590725,UNKNOWN
2022-03-10T01:24,-3.6672995780590725,UNKNOWN
2022-03-10T01:25,-3.6672995780590725,UNKNOWN
2022-03-10T01:26,-3.6672995780590725,UNKNOWN
2022-03-10T01:27,-3.6672995780590725,UNKNOWN
2022-03-10T01:28,-3.6672995780590725,UNKNOWN
2022-03-10T01:29,-3.6672995780590725,UNKNOWN
2022-03-10T01:30,-3.6672995780590725,UNKNOWN
2022-03-10T01:31,-3.6672995780590725,UNKNOWN
2022-03-10T01:32,-3.6672995780590725,UNKNOWN
2022-03-10T01:33,-3.6672995780590725,UNKNOWN
2022-03-10T01:34,-3.767299578059074,UNKNOWN
2022-03-10T01:35,-3.767299578059074,UNKNOWN
2022-03-10T01:36,-3.767299578059074,UNKNOWN
2022-03-10T01:37,-3.767299578059074,UNKNOWN
2022-03-10T01:38,-3.767299578059074,UNKNOWN
2022-03-10T01:39,-3.767299578059074,UNKNOWN
2022-03-10T01:40,-3.767299578059074,UNKNOWN
2022-03-10T01:41,-3.767299578059074,UNKNOWN
2022-03-10T01:42,-3.6672995780590725,UNKNOWN
2022-03-10T01:43,-3.6672995780590725,UNKNOWN
2022-03-10T01:44,-3.567299578059071,UNKNOWN
2022-03-10T01:45,-3.3672995780590718,UNKNOWN
2022-03-10T01:46,-3.067299578059071,UNKNOWN
2022-03-10T01:47,-2.8672995780590718,UNKNOWN
2022-03-10T01:48,-2.6672995780590725,UNKNOWN
2022-03-10T01:49,-2.467299578059073,UNKNOWN
2022-03-10T01:50,-2.267299578059074,UNKNOWN
2022-03-10T01:51,-2.1672995780590725,UNKNOWN
2022-03-10T01:52,-1.9672995780590732,UNKNOWN
2022-03-10T01:53,-1.8672995780590718,UNKNOWN
2022-03-10T01:54,-1.767299578059074,UNKNOWN
2022-03-10T01:55,-1.6672995780590725,UNKNOWN
2022-03-10T01:56,-1.567299578059071,UNKNOWN
2022-03-10T01:57,-1.6672995780590725,UNKNOWN
2022-03-10T01:58,-1.9672995780590732,UNKNOWN
2022-03-10T01:59,-2.1672995780590725,UNKNOWN
