type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2022-03-31T22:48,2022-04-01T07:41:30,532,29.049812030075188,-1428.4639344262323,7125.173612700077,1.3791430984716837,2.116099098845187
IDT,2022-04-01T23:01:30,2022-04-02T10:33:30,634,29.44353312302839,-1286.3717190881325,7261.237728185719,1.4066044711584411,2.1745185945799506
IDT,2022-04-03T00:42:30,2022-04-03T10:17:30,573,32.23228621291449,285.0053864168585,1216.6719900290482,1.3891092861718948,2.162422893482946
IDT,2022-04-04T04:29,2022-04-04T14:12:30,572,30.48146853146853,-566.8760620164212,4365.081590362126,1.371743176484457,2.1845868013442047
IDT,2022-04-04T23:42:30,2022-04-05T09:04,561,32.895365418894826,644.2667120527185,1671.3002785369754,1.403778872104858,2.1908100327330504
