timestamp,rmssd,coverage,low_frequency,high_frequency
2022-03-15T05:05:00,26.168,0.92,1022.506,120.967
2022-03-15T05:10:00,42.521,0.939,1495.635,463.197
2022-03-15T05:15:00,43.374,0.995,652.174,352.089
2022-03-15T05:20:00,49.931,1.004,1156.168,524.148
2022-03-15T05:25:00,47.172,1.004,348.029,520.963
2022-03-15T05:30:00,46.021,1.003,459.172,378.725
2022-03-15T05:35:00,52.845,0.88,788.277,531.936
2022-03-15T05:40:00,47.788,0.972,370.809,434.179
2022-03-15T05:45:00,49.351,0.97,734.233,473.189
2022-03-15T05:50:00,46.271,0.991,550.793,392.782
2022-03-15T05:55:00,44.828,1.0,269.444,400.503
2022-03-15T06:00:00,47.568,1.0,473.719,394.249
2022-03-15T06:05:00,54.145,0.971,614.2,524.196
2022-03-15T06:10:00,62.6,0.932,1615.461,734.64
2022-03-15T06:15:00,55.508,0.959,1709.08,606.252
2022-03-15T06:20:00,51.999,0.963,1659.802,277.668
2022-03-15T06:25:00,48.103,0.938,2132.185,295.114
2022-03-15T06:30:00,53.247,0.966,1694.872,381.636
2022-03-15T06:35:00,41.789,0.95,899.468,320.226
2022-03-15T06:40:00,55.879,0.939,2545.198,656.067
2022-03-15T06:45:00,43.307,0.954,2297.606,348.807
2022-03-15T06:50:00,45.352,0.961,1432.935,321.743
2022-03-15T06:55:00,60.94,0.92,3619.379,820.892
2022-03-15T07:00:00,57.408,0.92,2080.407,572.499
2022-03-15T07:05:00,59.328,0.903,1738.329,655.274
2022-03-15T07:10:00,59.621,0.991,453.69,845.369
2022-03-15T07:15:00,54.431,0.858,2135.27,652.45
2022-03-15T07:20:00,65.455,0.939,1822.149,814.743
2022-03-15T07:25:00,62.911,0.995,1012.971,832.105
2022-03-15T07:30:00,57.184,0.998,391.624,682.242
2022-03-15T07:35:00,57.408,1.002,715.811,580.256
2022-03-15T07:40:00,73.247,0.952,3623.725,1320.412
2022-03-15T07:45:00,74.066,0.994,1938.219,954.352
2022-03-15T07:50:00,68.827,0.982,2795.373,955.982
2022-03-15T07:55:00,67.277,0.943,4105.29,747.583
2022-03-15T08:00:00,54.467,1.003,1843.597,482.692
2022-03-15T08:05:00,48.372,0.947,3440.871,272.277
2022-03-15T08:10:00,56.97,0.977,4257.062,497.457
2022-03-15T08:15:00,52.517,0.94,2435.807,423.69
2022-03-15T08:20:00,45.287,0.93,3129.452,273.641
2022-03-15T08:25:00,53.475,0.988,2664.672,529.047
2022-03-15T08:30:00,49.605,0.949,2079.311,371.372
2022-03-15T08:35:00,55.885,0.966,3656.242,592.877
2022-03-15T08:40:00,46.89,0.985,2652.85,290.734
2022-03-15T08:45:00,52.534,0.956,3011.909,443.341
2022-03-15T08:50:00,50.462,1.004,2701.566,514.023
2022-03-15T08:55:00,49.522,0.992,1092.884,574.16
2022-03-15T09:00:00,48.306,1.005,1073.884,481.109
2022-03-15T09:05:00,57.872,0.962,671.135,521.84
2022-03-15T09:10:00,61.098,0.951,2343.356,371.858
2022-03-15T09:20:00,31.979,0.979,793.799,257.8
2022-03-15T09:25:00,38.648,1.0,350.128,313.164
2022-03-15T09:30:00,42.682,0.908,892.429,367.879
2022-03-15T09:35:00,45.025,0.711,1527.87,284.494
2022-03-15T09:45:00,54.266,0.781,3335.97,421.681
2022-03-15T09:50:00,47.787,0.997,1347.677,419.742
2022-03-15T09:55:00,46.473,0.973,3173.809,411.376
2022-03-15T10:00:00,50.872,0.979,3901.567,508.89
2022-03-15T10:05:00,45.216,0.975,1193.915,314.698
2022-03-15T10:10:00,33.966,0.968,1291.358,181.52
2022-03-15T10:15:00,40.508,0.916,1472.006,255.71
2022-03-15T10:20:00,20.775,0.992,555.566,82.955
2022-03-15T10:25:00,26.836,0.929,2542.244,145.778
2022-03-15T10:30:00,44.946,0.958,2519.472,292.861
2022-03-15T10:35:00,51.834,0.941,3332.128,417.344
2022-03-15T10:40:00,51.113,0.967,2556.559,501.124
2022-03-15T10:45:00,42.833,1.007,1584.815,311.447
2022-03-15T10:50:00,43.539,1.0,804.848,323.403
2022-03-15T10:55:00,46.165,0.987,559.478,369.812
2022-03-15T11:00:00,45.44,0.994,677.695,331.759
2022-03-15T11:05:00,44.925,1.004,889.328,432.964
2022-03-15T11:10:00,50.075,0.986,501.689,364.513
2022-03-15T11:15:00,46.225,1.005,342.449,363.528
2022-03-15T11:20:00,47.557,0.991,433.574,410.184
2022-03-15T11:25:00,41.769,0.908,2805.459,280.223
2022-03-15T11:30:00,61.429,0.964,2425.447,524.57
2022-03-15T11:35:00,53.836,0.988,1920.987,541.976
