timestamp,rmssd,coverage,low_frequency,high_frequency
2022-02-27T01:25:00,30.432,0.838,1156.991,180.387
2022-02-27T01:30:00,25.339,0.849,419.911,81.801
2022-02-27T01:35:00,24.252,0.762,1183.527,117.923
2022-02-27T01:40:00,29.362,0.93,632.28,228.931
2022-02-27T01:45:00,45.319,0.994,598.7,402.627
2022-02-27T01:50:00,49.959,1.001,528.463,524.857
2022-02-27T01:55:00,48.374,1.006,325.963,493.357
2022-02-27T02:00:00,50.396,0.993,441.626,422.549
2022-02-27T02:05:00,55.185,1.004,298.583,503.104
2022-02-27T02:10:00,49.478,1.003,268.626,386.428
2022-02-27T02:15:00,50.324,1.005,433.027,450.925
2022-02-27T02:20:00,51.902,0.988,401.335,450.476
2022-02-27T02:25:00,52.242,0.996,355.296,490.501
2022-02-27T02:30:00,54.767,1.003,221.414,437.154
2022-02-27T02:35:00,52.214,0.961,489.961,566.213
2022-02-27T02:40:00,49.48,0.987,1056.123,637.606
2022-02-27T02:45:00,52.22,0.959,631.535,544.042
2022-02-27T02:50:00,43.542,0.952,2024.925,217.036
2022-02-27T02:55:00,54.456,0.89,1387.694,640.066
2022-02-27T03:00:00,58.596,0.939,1926.952,620.652
2022-02-27T03:05:00,50.764,0.947,886.585,505.473
2022-02-27T03:10:00,55.222,0.971,961.252,667.139
2022-02-27T03:15:00,55.402,0.925,1922.607,574.102
2022-02-27T03:20:00,52.821,1.004,959.126,557.358
2022-02-27T03:25:00,53.938,1.002,633.562,595.087
2022-02-27T03:30:00,56.814,1.0,457.033,695.568
2022-02-27T03:35:00,61.888,0.964,1270.596,724.758
2022-02-27T03:40:00,59.567,1.001,520.005,670.644
2022-02-27T03:45:00,59.628,1.004,760.006,654.094
2022-02-27T03:50:00,65.15,1.003,287.679,732.296
2022-02-27T03:55:00,69.805,0.873,890.221,919.169
2022-02-27T04:00:00,62.073,0.967,1144.474,811.854
2022-02-27T04:05:00,58.198,0.951,2162.312,512.897
2022-02-27T04:10:00,61.48,0.972,1626.989,772.684
2022-02-27T04:15:00,47.042,0.913,799.676,484.334
2022-02-27T04:20:00,62.228,1.004,491.819,863.788
2022-02-27T04:25:00,65.238,0.972,723.642,881.213
2022-02-27T04:30:00,60.895,0.941,1124.756,723.262
2022-02-27T04:35:00,54.297,0.96,3441.794,402.846
2022-02-27T04:40:00,49.386,0.938,3154.558,267.818
2022-02-27T04:45:00,31.182,0.988,790.509,171.146
2022-02-27T04:50:00,42.904,0.912,1728.136,284.32
2022-02-27T04:55:00,44.487,0.843,1529.562,308.622
2022-02-27T05:00:00,67.329,0.815,1795.406,688.112
2022-02-27T05:05:00,63.619,0.968,1294.48,946.408
2022-02-27T05:10:00,63.66,0.968,572.419,877.611
2022-02-27T05:15:00,61.519,0.966,2362.258,736.478
2022-02-27T05:30:00,48.782,0.962,2075.628,383.408
2022-02-27T05:35:00,45.484,0.92,1841.766,379.441
2022-02-27T05:40:00,46.133,0.924,1265.854,351.945
2022-02-27T05:45:00,31.859,0.998,562.618,213.535
2022-02-27T05:50:00,36.749,0.906,1476.59,264.714
2022-02-27T05:55:00,44.537,0.898,669.473,371.48
2022-02-27T06:00:00,41.441,1.004,539.636,456.899
2022-02-27T06:05:00,48.647,0.978,1890.612,415.085
2022-02-27T06:10:00,49.887,0.984,339.505,449.685
2022-02-27T06:15:00,50.524,1.006,624.603,541.159
2022-02-27T06:20:00,57.242,0.994,529.124,626.463
2022-02-27T06:25:00,52.205,1.006,415.298,497.907
2022-02-27T06:30:00,53.084,1.002,686.553,564.544
2022-02-27T06:35:00,48.552,0.999,608.918,490.809
2022-02-27T06:45:00,59.297,0.804,2011.678,428.531
2022-02-27T06:50:00,49.902,0.934,1802.903,364.807
2022-02-27T06:55:00,47.887,0.919,2888.852,409.202
2022-02-27T07:05:00,50.285,0.746,1169.976,409.801
2022-02-27T07:10:00,52.702,0.945,1554.151,520.081
2022-02-27T07:15:00,69.625,0.862,1263.594,940.69
2022-02-27T07:20:00,58.691,0.963,1997.13,792.155
2022-02-27T07:25:00,58.519,0.868,1524.478,653.207
2022-02-27T07:35:00,47.984,0.881,1389.859,234.449
2022-02-27T07:40:00,56.47,0.999,1708.148,708.009
2022-02-27T07:45:00,59.252,0.939,1118.191,702.577
2022-02-27T07:50:00,57.6,0.965,5221.928,639.128
2022-02-27T07:55:00,72.42,1.004,2576.602,836.549
2022-02-27T08:00:00,58.038,1.001,5034.166,514.127
2022-02-27T08:05:00,32.903,0.981,580.811,187.355
2022-02-27T08:10:00,45.079,0.948,1363.026,429.777
