timestamp,rmssd,coverage,low_frequency,high_frequency
2022-03-03T01:25:00,36.037,0.76,1042.085,173.87
2022-03-03T01:30:00,47.008,0.952,1195.067,338.685
2022-03-03T01:35:00,41.942,0.966,1446.541,417.089
2022-03-03T01:40:00,48.971,1.005,1017.396,442.074
2022-03-03T01:45:00,49.973,1.003,1526.396,585.001
2022-03-03T01:50:00,46.67,1.001,827.599,453.926
2022-03-03T01:55:00,48.101,0.979,1419.715,390.968
2022-03-03T02:00:00,50.878,1.002,1543.415,438.492
2022-03-03T02:05:00,48.047,0.998,776.427,343.307
2022-03-03T02:10:00,49.707,0.973,1081.681,429.167
2022-03-03T02:15:00,52.646,1.003,693.905,458.32
2022-03-03T02:20:00,52.862,1.003,874.303,428.553
2022-03-03T02:25:00,49.683,0.977,709.813,384.685
2022-03-03T02:30:00,54.038,1.002,1097.16,485.832
2022-03-03T02:35:00,57.564,0.946,1307.128,555.785
2022-03-03T02:40:00,54.982,1.001,752.3,492.912
2022-03-03T02:45:00,50.682,0.958,3709.927,311.568
2022-03-03T02:50:00,36.407,0.879,1228.854,118.799
2022-03-03T02:55:00,53.9,0.919,4114.159,640.821
2022-03-03T03:00:00,45.135,0.925,2289.037,267.708
2022-03-03T03:05:00,56.676,0.76,2185.781,420.147
2022-03-03T03:10:00,57.178,0.998,1105.614,616.49
2022-03-03T03:15:00,62.165,0.969,676.284,687.232
2022-03-03T03:20:00,59.52,1.005,720.069,656.064
2022-03-03T03:25:00,60.549,1.001,559.698,634.518
2022-03-03T03:30:00,57.352,1.007,405.962,480.449
2022-03-03T03:35:00,59.184,0.977,1126.131,640.616
2022-03-03T03:40:00,68.173,0.979,1487.021,841.542
2022-03-03T03:45:00,68.66,0.966,1078.896,781.242
2022-03-03T03:50:00,64.211,1.0,424.27,591.379
2022-03-03T03:55:00,63.371,1.004,598.801,527.454
2022-03-03T04:00:00,64.828,1.005,443.75,666.71
2022-03-03T04:05:00,47.813,0.957,1814.023,260.848
2022-03-03T04:10:00,38.019,0.976,718.689,149.604
2022-03-03T04:15:00,46.832,0.905,1630.493,271.671
2022-03-03T04:20:00,53.963,0.921,1604.059,364.274
2022-03-03T04:25:00,52.306,0.975,796.115,536.148
2022-03-03T04:30:00,54.429,0.929,2430.423,491.021
2022-03-03T04:35:00,62.825,0.998,953.104,652.117
2022-03-03T04:40:00,64.421,1.004,713.297,794.472
2022-03-03T04:45:00,66.092,0.988,585.213,776.993
2022-03-03T04:50:00,68.688,1.005,493.463,805.867
2022-03-03T04:55:00,72.683,1.002,410.448,899.857
2022-03-03T05:00:00,71.781,1.004,429.36,859.514
2022-03-03T05:05:00,74.647,0.999,623.063,988.928
2022-03-03T05:10:00,74.254,0.998,919.307,853.505
2022-03-03T05:15:00,69.161,0.936,9044.173,862.313
2022-03-03T05:20:00,68.047,0.997,2031.369,911.548
2022-03-03T05:30:00,61.79,0.893,2941.577,583.435
2022-03-03T05:35:00,52.343,0.878,1146.894,304.827
2022-03-03T05:40:00,47.102,0.927,3864.032,279.664
2022-03-03T05:45:00,54.058,0.952,1390.736,565.276
2022-03-03T05:50:00,55.835,0.899,851.021,520.633
2022-03-03T05:55:00,59.182,0.877,732.999,332.506
2022-03-03T06:00:00,36.939,0.997,982.995,224.552
2022-03-03T06:05:00,50.173,0.911,2584.295,464.565
2022-03-03T06:10:00,56.869,0.912,2055.228,588.638
2022-03-03T06:15:00,63.862,0.966,2452.635,794.07
2022-03-03T06:20:00,58.337,0.984,1214.332,562.609
2022-03-03T06:25:00,56.89,0.935,1671.092,530.254
2022-03-03T06:30:00,53.325,0.926,2120.271,487.74
2022-03-03T06:35:00,52.245,0.934,789.137,556.768
2022-03-03T06:40:00,51.466,0.945,2056.008,583.204
2022-03-03T06:45:00,67.799,0.988,956.967,1039.85
2022-03-03T06:50:00,70.607,0.938,649.872,1140.945
2022-03-03T23:40:00,30.29,0.816,382.055,178.888
2022-03-03T23:45:00,32.327,0.989,459.27,301.646
2022-03-03T23:50:00,42.848,1.002,389.454,383.58
2022-03-03T23:55:00,45.071,0.991,584.687,419.455
