date_time,heart_zone_id,total_minutes
2022-06-01T06:00,FAT_BURN,1
2022-06-01T06:01,FAT_BURN,1
2022-06-01T06:02,FAT_BURN,1
2022-06-01T06:03,FAT_BURN,1
2022-06-01T06:04,FAT_BURN,1
2022-06-01T06:13,FAT_BURN,1
2022-06-01T06:19,FAT_BURN,1
2022-06-01T06:20,FAT_BURN,1
2022-06-01T06:21,FAT_BURN,1
2022-06-01T06:22,FAT_BURN,1
2022-06-01T06:23,FAT_BURN,1
2022-06-01T06:24,FAT_BURN,1
2022-06-01T06:25,FAT_BURN,1
2022-06-01T06:26,CARDIO,2
2022-06-01T06:34,FAT_BURN,1
2022-06-01T06:43,FAT_BURN,1
2022-06-01T09:02,FAT_BURN,1
2022-06-01T09:03,FAT_BURN,1
2022-06-01T09:10,FAT_BURN,1
2022-06-01T09:11,FAT_BURN,1
2022-06-01T09:12,FAT_BURN,1
2022-06-01T09:13,FAT_BURN,1
2022-06-01T09:14,FAT_BURN,1
2022-06-01T09:16,FAT_BURN,1
2022-06-01T09:29,FAT_BURN,1
2022-06-01T09:31,FAT_BURN,1
2022-06-01T10:30,FAT_BURN,1
2022-06-01T10:31,FAT_BURN,1
2022-06-01T10:32,FAT_BURN,1
2022-06-01T10:34,FAT_BURN,1
2022-06-01T10:35,FAT_BURN,1
2022-06-01T10:36,FAT_BURN,1
2022-06-01T10:38,FAT_BURN,1
2022-06-01T10:39,FAT_BURN,1
2022-06-01T10:40,FAT_BURN,1
2022-06-01T10:41,FAT_BURN,1
2022-06-01T10:42,FAT_BURN,1
2022-06-01T10:43,FAT_BURN,1
2022-06-01T10:44,FAT_BURN,1
2022-06-01T10:45,FAT_BURN,1
2022-06-01T10:46,FAT_BURN,1
2022-06-01T10:47,FAT_BURN,1
2022-06-01T10:48,FAT_BURN,1
2022-06-01T10:49,FAT_BURN,1
2022-06-01T10:50,FAT_BURN,1
2022-06-01T10:55,FAT_BURN,1
2022-06-01T10:56,FAT_BURN,1
2022-06-01T11:08,FAT_BURN,1
2022-06-01T11:09,CARDIO,2
2022-06-01T11:13,FAT_BURN,1
2022-06-01T11:14,FAT_BURN,1
2022-06-01T11:19,FAT_BURN,1
2022-06-01T11:20,FAT_BURN,1
2022-06-01T11:21,FAT_BURN,1
2022-06-01T11:25,FAT_BURN,1
2022-06-01T11:30,FAT_BURN,1
2022-06-01T12:27,FAT_BURN,1
2022-06-01T12:29,FAT_BURN,1
2022-06-01T12:54,FAT_BURN,1
2022-06-01T13:52,FAT_BURN,1
2022-06-01T14:01,FAT_BURN,1
2022-06-01T14:02,FAT_BURN,1
2022-06-01T14:05,FAT_BURN,1
2022-06-01T14:26,FAT_BURN,1
2022-06-01T15:09,FAT_BURN,1
2022-06-01T15:10,FAT_BURN,1
2022-06-01T15:24,FAT_BURN,1
2022-06-01T15:32,FAT_BURN,1
2022-06-01T15:33,FAT_BURN,1
2022-06-01T15:34,FAT_BURN,1
2022-06-01T15:35,FAT_BURN,1
2022-06-01T20:06,FAT_BURN,1
2022-06-01T20:07,FAT_BURN,1
2022-06-01T20:08,FAT_BURN,1
2022-06-01T20:09,FAT_BURN,1
2022-06-01T20:10,FAT_BURN,1
2022-06-01T20:11,FAT_BURN,1
2022-06-01T20:12,FAT_BURN,1
2022-06-01T20:13,FAT_BURN,1
2022-06-03T18:06,FAT_BURN,1
2022-06-03T18:07,FAT_BURN,1
2022-06-03T18:08,FAT_BURN,1
2022-06-03T18:09,FAT_BURN,1
2022-06-03T18:10,FAT_BURN,1
2022-06-03T18:54,FAT_BURN,1
2022-06-03T18:55,FAT_BURN,1
2022-06-03T18:57,FAT_BURN,1
