challenge_id,type,type_composite,start,end,achievement_type
099cda9e-a1c0-11ec-9395-02423bb2be8e,ADVENTURE,ADVENTURE:YOSEMITE:NEVADA_FALLS,2022-03-13T00:00:00.000+00:00,2022-03-15T20:30:44.746+00:00,
