dateTime,bpm,confidence
2022-03-27 15:05:04,123,2
2022-03-27 15:05:06,124,2
2022-03-27 15:05:09,128,2
2022-03-27 15:05:11,129,2
2022-03-27 15:05:14,129,2
2022-03-27 15:05:16,130,2
2022-03-27 15:05:18,131,2
2022-03-27 15:05:19,132,2
2022-03-27 15:05:20,133,2
2022-03-27 15:05:22,134,2
2022-03-27 15:05:24,133,2
2022-03-27 15:05:27,133,2
2022-03-27 15:05:30,133,2
2022-03-27 15:05:33,133,2
2022-03-27 15:05:34,132,2
2022-03-27 15:05:35,131,2
2022-03-27 15:05:38,131,2
2022-03-27 15:05:39,129,2
2022-03-27 15:05:41,128,2
2022-03-27 15:05:44,123,2
2022-03-27 15:05:47,122,2
2022-03-27 15:05:49,123,2
2022-03-27 15:05:50,122,2
2022-03-27 15:05:52,121,2
2022-03-27 15:05:54,123,2
2022-03-27 15:05:55,122,2
2022-03-27 15:05:57,121,2
2022-03-27 15:05:59,122,2
2022-03-27 15:06:01,121,2
2022-03-27 15:06:04,122,2
2022-03-27 15:06:06,121,2
2022-03-27 15:06:09,120,2
2022-03-27 15:06:11,119,2
2022-03-27 15:06:14,124,2
2022-03-27 15:06:16,123,2
2022-03-27 15:06:19,101,2
2022-03-27 15:06:22,100,2
2022-03-27 15:06:24,86,2
2022-03-27 15:06:26,85,2
2022-03-27 15:06:29,85,2
2022-03-27 15:06:32,85,2
2022-03-27 15:06:34,98,2
2022-03-27 15:06:37,99,2
2022-03-27 15:06:39,108,2
2022-03-27 15:06:40,108,2
2022-03-27 15:06:43,109,2
2022-03-27 15:06:45,103,2
2022-03-27 15:06:48,103,2
2022-03-27 15:06:50,117,2
2022-03-27 15:06:53,117,2
2022-03-27 15:06:55,123,2
2022-03-27 15:06:58,123,2
2022-03-27 15:07:01,124,2
2022-03-27 15:07:04,124,2
2022-03-27 15:07:05,122,2
2022-03-27 15:07:08,122,2
2022-03-27 15:07:10,123,2
2022-03-27 15:07:13,123,2
2022-03-27 15:07:14,124,2
2022-03-27 15:07:15,123,2
2022-03-27 15:07:17,124,2
2022-03-27 15:07:20,109,2
2022-03-27 15:07:23,109,2
2022-03-27 15:07:24,110,2
2022-03-27 15:07:25,101,2
2022-03-27 15:07:28,101,2
2022-03-27 15:07:30,110,2
2022-03-27 15:07:32,109,2
2022-03-27 15:07:33,109,2
2022-03-27 15:07:35,111,2
2022-03-27 15:07:37,110,2
2022-03-27 15:07:40,108,2
2022-03-27 15:07:42,107,2
2022-03-27 15:07:45,105,2
2022-03-27 15:07:47,104,2
2022-03-27 15:07:50,108,2
2022-03-27 15:07:51,107,2
2022-03-27 15:07:54,107,2
2022-03-27 15:07:55,104,2
2022-03-27 15:07:57,103,2
2022-03-27 15:08:00,101,2
2022-03-27 15:08:03,100,2
2022-03-27 15:08:05,109,2
2022-03-27 15:08:07,108,2
2022-03-27 15:08:10,107,2
2022-03-27 15:08:11,106,2
2022-03-27 15:08:14,106,2
2022-03-27 15:08:15,113,2
2022-03-27 15:08:17,112,2
2022-03-27 15:08:20,114,2
2022-03-27 15:08:22,113,2
2022-03-27 15:08:25,113,2
2022-03-27 15:08:28,112,2
2022-03-27 15:08:30,111,2
2022-03-27 15:08:31,110,2
2022-03-27 15:08:34,110,2
2022-03-27 15:08:35,105,2
2022-03-27 15:08:38,105,2
2022-03-27 15:08:40,111,2
2022-03-27 15:08:43,111,2
2022-03-27 15:08:44,110,2
2022-03-27 15:08:45,122,2
2022-03-27 15:08:46,121,2
2022-03-27 15:08:49,121,2
2022-03-27 15:08:51,134,2
2022-03-27 15:08:54,134,2
2022-03-27 15:08:56,135,2
2022-03-27 15:08:59,135,2
2022-03-27 15:09:01,139,2
2022-03-27 15:09:04,139,2
2022-03-27 15:09:05,144,2
2022-03-27 15:09:08,144,2
2022-03-27 15:09:11,147,2
2022-03-27 15:09:14,147,2
2022-03-27 15:09:16,145,2
2022-03-27 15:09:19,145,2
2022-03-27 15:09:21,146,2
2022-03-27 15:09:24,146,2
2022-03-27 15:09:27,146,2
2022-03-27 15:09:28,146,2
2022-03-27 15:09:31,145,2
2022-03-27 15:09:34,145,2
2022-03-27 15:09:37,145,2
2022-03-27 15:09:43,144,2
2022-03-27 15:09:46,144,2
2022-03-27 15:09:47,145,2
2022-03-27 15:09:50,145,2
2022-03-27 15:09:53,144,2
2022-03-27 15:09:56,144,2
2022-03-27 15:09:57,143,2
2022-03-27 15:10:00,143,2
2022-03-27 15:10:03,143,2
2022-03-27 15:10:06,143,2
2022-03-27 15:10:08,140,2
2022-03-27 15:10:11,140,2
2022-03-27 15:10:13,138,2
2022-03-27 15:10:16,138,2
2022-03-27 15:10:17,139,2
2022-03-27 15:10:18,147,2
2022-03-27 15:10:21,147,2
2022-03-27 15:10:23,142,2
2022-03-27 15:10:26,142,2
2022-03-27 15:10:28,130,2
2022-03-27 15:10:29,131,2
2022-03-27 15:10:32,131,2
2022-03-27 15:10:33,130,2
2022-03-27 15:10:34,131,2
2022-03-27 15:10:36,132,2
2022-03-27 15:10:37,133,2
2022-03-27 15:10:38,132,2
2022-03-27 15:10:39,133,2
2022-03-27 15:10:40,134,2
2022-03-27 15:10:41,135,2
2022-03-27 15:10:42,139,2
2022-03-27 15:10:44,140,2
2022-03-27 15:10:47,141,2
2022-03-27 15:10:50,141,2
2022-03-27 15:10:53,142,2
2022-03-27 15:10:56,142,2
2022-03-27 15:10:58,139,2
2022-03-27 15:11:00,140,2
2022-03-27 15:11:03,142,2
2022-03-27 15:11:06,142,2
2022-03-27 15:11:08,150,2
2022-03-27 15:11:11,150,2
2022-03-27 15:11:13,138,2
2022-03-27 15:11:16,138,2
2022-03-27 15:11:17,139,2
2022-03-27 15:11:18,141,2
2022-03-27 15:11:21,141,2
2022-03-27 15:11:23,136,2
2022-03-27 15:11:26,137,2
2022-03-27 15:11:27,137,2
2022-03-27 15:11:28,135,2
2022-03-27 15:11:31,135,2
2022-03-27 15:11:32,136,2
2022-03-27 15:11:33,138,2
2022-03-27 15:11:36,138,2
2022-03-27 15:11:39,138,2
2022-03-27 15:11:42,138,2
2022-03-27 15:11:43,137,2
2022-03-27 15:11:46,136,2
2022-03-27 15:11:48,137,2
2022-03-27 15:11:49,136,2
2022-03-27 15:11:51,135,2
2022-03-27 15:11:53,138,2
2022-03-27 15:11:54,137,2
2022-03-27 15:11:56,136,2
2022-03-27 15:11:57,135,2
2022-03-27 15:11:58,131,2
2022-03-27 15:11:59,130,2
2022-03-27 15:12:00,129,2
2022-03-27 15:12:02,128,2
2022-03-27 15:12:03,127,2
2022-03-27 15:12:04,126,2
2022-03-27 15:12:06,125,2
2022-03-27 15:12:07,124,2
2022-03-27 15:12:08,121,2
2022-03-27 15:12:10,120,2
2022-03-27 15:12:11,119,2
2022-03-27 15:12:13,116,2
2022-03-27 15:12:15,115,2
2022-03-27 15:12:16,114,2
2022-03-27 15:12:18,112,2
2022-03-27 15:12:19,111,2
2022-03-27 15:12:21,110,2
2022-03-27 15:12:22,109,2
2022-03-27 15:12:23,110,2
2022-03-27 15:12:25,109,2
2022-03-27 15:12:27,108,2
2022-03-27 15:12:28,109,2
2022-03-27 15:12:30,108,2
2022-03-27 15:12:32,107,2
2022-03-27 15:12:33,109,2
2022-03-27 15:12:35,108,2
2022-03-27 15:12:37,107,2
2022-03-27 15:12:40,106,2
