timestamp,rmssd,coverage,low_frequency,high_frequency
2022-05-23T04:30:00,40.942,0.81,1250.57,415.3
2022-05-23T04:35:00,55.233,0.891,998.83,806.828
2022-05-23T04:40:00,61.508,0.908,963.889,772.178
2022-05-23T04:45:00,62.145,1.004,520.095,607.535
2022-05-23T04:50:00,70.298,0.985,720.788,794.088
2022-05-23T04:55:00,65.655,0.912,1825.963,666.833
2022-05-23T05:00:00,62.933,0.941,4769.643,1151.031
2022-05-23T05:05:00,60.495,0.997,296.67,744.852
2022-05-23T05:10:00,64.525,0.995,453.284,814.571
2022-05-23T05:15:00,71.305,1.006,268.975,880.551
2022-05-23T05:20:00,74.833,0.908,3983.759,1106.284
2022-05-23T05:25:00,60.791,0.967,1393.596,631.69
2022-05-23T05:30:00,67.184,1.006,586.339,716.516
2022-05-23T05:35:00,48.244,0.991,1879.956,482.685
2022-05-23T05:40:00,52.052,0.949,2555.568,409.3
2022-05-23T05:45:00,59.432,0.972,1356.376,649.347
2022-05-23T05:50:00,62.005,0.969,1586.935,653.24
2022-05-23T05:55:00,58.622,0.991,2020.373,678.673
2022-05-23T06:00:00,51.327,1.003,1312.952,567.646
2022-05-23T06:05:00,57.91,1.003,715.663,682.553
2022-05-23T06:10:00,52.221,0.935,1831.061,514.149
2022-05-23T06:15:00,51.936,1.002,543.609,482.235
2022-05-23T06:20:00,56.972,1.002,312.202,540.018
2022-05-23T06:25:00,73.654,0.995,229.029,925.292
2022-05-23T06:30:00,78.294,1.002,373.255,1171.063
2022-05-23T06:35:00,83.466,1.003,289.842,1309.269
2022-05-23T06:40:00,78.329,0.919,3557.705,987.052
2022-05-23T06:45:00,56.235,0.895,2010.766,747.295
2022-05-23T06:50:00,56.926,0.963,2997.288,462.671
2022-05-23T06:55:00,45.984,0.86,1379.761,232.395
2022-05-23T07:00:00,50.782,0.973,5228.526,358.965
2022-05-23T07:05:00,61.854,0.994,1385.271,678.834
2022-05-23T07:10:00,44.391,0.991,2705.294,297.944
2022-05-23T07:15:00,62.013,1.005,3452.032,665.038
2022-05-23T07:20:00,61.261,0.996,4207.52,513.563
2022-05-23T07:25:00,49.616,0.946,4210.702,336.869
2022-05-23T07:30:00,44.221,0.865,1779.508,448.526
2022-05-23T07:35:00,61.275,0.932,997.527,705.017
2022-05-23T07:40:00,55.247,0.914,2465.611,397.754
2022-05-23T07:45:00,51.089,0.827,1537.164,515.45
2022-05-23T07:50:00,56.298,0.993,2527.248,553.907
2022-05-23T07:55:00,58.801,0.915,1447.712,660.576
2022-05-23T08:05:00,26.858,0.706,973.251,104.72
2022-05-23T22:40:00,38.354,0.846,1380.566,333.395
2022-05-23T22:45:00,42.781,0.797,1251.142,207.62
2022-05-23T22:50:00,53.2,0.971,1020.31,469.347
2022-05-23T22:55:00,58.325,0.979,645.547,551.743
2022-05-23T23:00:00,64.972,0.983,874.965,639.046
2022-05-23T23:05:00,56.238,0.989,349.26,517.429
2022-05-23T23:10:00,61.804,0.989,376.876,589.127
2022-05-23T23:15:00,57.318,1.0,163.84,519.463
2022-05-23T23:20:00,70.248,0.984,434.468,871.099
2022-05-23T23:25:00,69.555,1.007,368.206,782.92
2022-05-23T23:30:00,71.886,0.997,1618.784,739.372
2022-05-23T23:35:00,69.201,0.991,294.331,707.317
2022-05-23T23:40:00,71.058,0.904,3126.036,735.338
2022-05-23T23:45:00,65.69,0.989,733.197,691.347
2022-05-23T23:50:00,62.742,0.986,334.467,555.265
2022-05-23T23:55:00,68.632,0.998,390.492,820.184
