timestamp,rmssd,coverage,low_frequency,high_frequency
2022-05-25T00:00:00,48.656,1.0,258.73,378.858
2022-05-25T00:05:00,48.478,0.999,1023.696,365.815
2022-05-25T00:10:00,55.19,0.98,841.722,654.98
2022-05-25T00:15:00,49.661,0.995,1298.1,436.995
2022-05-25T00:20:00,52.408,0.878,1999.395,400.29
2022-05-25T00:25:00,58.342,0.986,853.923,629.424
2022-05-25T00:30:00,64.786,0.932,2347.431,564.228
2022-05-25T00:35:00,62.862,1.002,1102.841,670.015
2022-05-25T00:40:00,61.093,0.955,1029.046,578.042
2022-05-25T00:45:00,63.907,1.002,728.814,678.032
2022-05-25T00:50:00,72.943,1.001,1146.873,662.774
2022-05-25T00:55:00,62.835,0.936,2123.775,474.776
2022-05-25T01:00:00,51.217,0.971,1448.398,353.878
2022-05-25T01:05:00,55.963,0.971,1294.637,544.657
2022-05-25T01:10:00,35.326,0.976,1144.633,225.769
2022-05-25T01:15:00,49.632,0.973,1298.854,469.086
2022-05-25T01:20:00,65.215,0.915,1558.912,542.857
2022-05-25T01:25:00,62.138,0.956,1512.716,493.588
2022-05-25T01:30:00,46.173,0.945,831.688,311.211
2022-05-25T01:35:00,47.703,0.955,3178.503,847.656
2022-05-25T01:40:00,58.73,0.97,2055.9,680.28
2022-05-25T01:45:00,65.372,1.005,1859.737,805.111
2022-05-25T01:50:00,58.624,0.978,631.97,499.346
2022-05-25T01:55:00,61.756,0.997,1199.489,678.646
2022-05-25T02:00:00,69.509,0.982,566.707,823.02
2022-05-25T02:05:00,68.25,1.005,867.716,771.875
2022-05-25T02:10:00,68.771,0.991,1031.185,696.474
2022-05-25T02:15:00,76.583,0.87,2529.24,814.95
2022-05-25T02:20:00,74.014,1.001,1313.212,735.146
2022-05-25T02:25:00,80.212,0.993,525.702,950.247
2022-05-25T02:30:00,80.101,0.997,759.755,1093.311
2022-05-25T02:35:00,85.008,0.999,571.37,1196.349
2022-05-25T02:40:00,90.556,0.998,715.817,1360.932
