timestamp,bucket_values
2022-04-09T10:38:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.017, 0.045, 0.066, 0.124, 0.238, 0.249, 0.142, 0.073, 0.03, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-09T10:38:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.001, 0.002, 0.012, 0.072, 0.199, 0.282, 0.257, 0.123, 0.037, 0.01, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-10T11:27:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.015, 0.04, 0.076, 0.169, 0.284, 0.242, 0.113, 0.037, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-11T07:36:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.004, 0.007, 0.016, 0.028, 0.049, 0.107, 0.217, 0.281, 0.202, 0.071, 0.013, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-12T07:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.014, 0.03, 0.055, 0.105, 0.227, 0.282, 0.19, 0.07, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-13T07:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.007, 0.021, 0.037, 0.067, 0.165, 0.302, 0.255, 0.106, 0.023, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-14T07:18:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.011, 0.023, 0.043, 0.08, 0.147, 0.23, 0.243, 0.148, 0.05, 0.014, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-16T06:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.008, 0.013, 0.021, 0.036, 0.08, 0.172, 0.235, 0.211, 0.139, 0.056, 0.016, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-16T10:19:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.008, 0.013, 0.021, 0.037, 0.081, 0.174, 0.236, 0.21, 0.138, 0.056, 0.016, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-16T10:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.008, 0.013, 0.021, 0.037, 0.081, 0.174, 0.236, 0.21, 0.138, 0.056, 0.016, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-17T05:33:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.003, 0.006, 0.031, 0.119, 0.217, 0.255, 0.206, 0.105, 0.034, 0.011, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-17T11:23:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.008, 0.019, 0.046, 0.125, 0.223, 0.248, 0.188, 0.093, 0.03, 0.009, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-18T07:40:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.011, 0.03, 0.031, 0.054, 0.137, 0.228, 0.253, 0.158, 0.064, 0.02, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-19T07:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.005, 0.009, 0.02, 0.039, 0.063, 0.133, 0.219, 0.24, 0.156, 0.072, 0.027, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-20T07:44:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.004, 0.011, 0.044, 0.175, 0.288, 0.249, 0.141, 0.056, 0.018, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-21T07:52:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.01, 0.02, 0.039, 0.077, 0.168, 0.261, 0.242, 0.117, 0.039, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-22T07:21:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.007, 0.014, 0.022, 0.041, 0.09, 0.183, 0.229, 0.203, 0.127, 0.055, 0.019, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-23T10:16:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.014, 0.028, 0.043, 0.086, 0.131, 0.189, 0.198, 0.159, 0.086, 0.039, 0.014, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-23T11:20:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.014, 0.028, 0.043, 0.086, 0.131, 0.189, 0.198, 0.159, 0.086, 0.039, 0.014, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-24T09:35:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.008, 0.032, 0.072, 0.088, 0.114, 0.176, 0.224, 0.173, 0.074, 0.023, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-25T07:43:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.003, 0.008, 0.016, 0.031, 0.037, 0.081, 0.181, 0.247, 0.232, 0.122, 0.031, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-26T07:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.006, 0.013, 0.028, 0.054, 0.102, 0.202, 0.262, 0.205, 0.091, 0.023, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-27T07:38:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.015, 0.034, 0.047, 0.067, 0.126, 0.222, 0.24, 0.161, 0.057, 0.016, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-28T07:38:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.006, 0.01, 0.02, 0.029, 0.044, 0.09, 0.184, 0.255, 0.22, 0.103, 0.027, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-29T07:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.007, 0.015, 0.026, 0.052, 0.122, 0.208, 0.222, 0.171, 0.105, 0.043, 0.015, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-30T06:11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.007, 0.016, 0.035, 0.059, 0.114, 0.188, 0.216, 0.185, 0.109, 0.045, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-04-30T07:50:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.006, 0.015, 0.033, 0.057, 0.111, 0.19, 0.217, 0.187, 0.113, 0.046, 0.013, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
