timestamp,rmssd,coverage,low_frequency,high_frequency
2022-04-23T00:00:00,57.718,1.002,261.555,640.851
2022-04-23T00:05:00,60.679,0.99,368.648,698.343
2022-04-23T00:10:00,62.456,0.926,581.659,652.26
2022-04-23T00:15:00,55.822,1.002,814.626,482.549
2022-04-23T00:20:00,63.328,0.91,1475.91,650.314
2022-04-23T00:25:00,54.362,1.001,682.483,552.524
2022-04-23T00:30:00,57.542,0.991,1303.74,661.651
2022-04-23T00:35:00,53.021,0.988,495.566,419.967
2022-04-23T00:40:00,55.426,0.785,5355.533,339.772
2022-04-23T00:45:00,57.664,0.908,1449.163,613.247
2022-04-23T00:50:00,49.32,0.964,1070.984,424.45
2022-04-23T00:55:00,60.54,0.95,4231.301,542.021
2022-04-23T01:00:00,59.848,0.934,2604.583,766.561
2022-04-23T01:05:00,57.885,0.919,3961.213,510.167
2022-04-23T01:10:00,59.464,1.004,3615.548,710.516
2022-04-23T01:15:00,70.781,0.979,2306.86,1175.226
2022-04-23T01:20:00,58.011,0.99,875.546,722.202
2022-04-23T01:25:00,65.982,0.968,1566.531,816.827
2022-04-23T01:30:00,65.384,1.003,454.201,860.823
2022-04-23T01:35:00,64.161,0.996,514.092,641.39
2022-04-23T01:40:00,64.26,0.996,535.875,712.381
2022-04-23T01:45:00,67.167,0.983,576.177,613.71
2022-04-23T01:50:00,56.875,0.987,383.133,544.852
2022-04-23T01:55:00,68.41,0.992,238.191,761.479
2022-04-23T02:00:00,65.137,0.995,423.131,592.047
2022-04-23T02:05:00,71.169,0.937,2157.537,559.499
2022-04-23T02:10:00,80.361,0.956,3839.65,1241.862
2022-04-23T02:15:00,73.497,0.946,1197.972,836.053
2022-04-23T02:20:00,62.972,0.961,2785.804,562.537
2022-04-23T02:25:00,62.931,0.97,3704.364,606.032
2022-04-23T02:30:00,65.045,0.964,2842.743,712.059
2022-04-23T02:35:00,62.588,0.975,1639.837,721.837
2022-04-23T02:40:00,65.416,0.93,2162.109,611.487
2022-04-23T02:45:00,51.81,0.913,3598.284,521.192
2022-04-23T02:50:00,73.608,0.911,3713.466,837.86
2022-04-23T02:55:00,72.58,0.951,1667.484,984.317
2022-04-23T03:00:00,89.017,0.952,3277.636,1284.544
2022-04-23T03:05:00,71.288,0.964,1841.605,836.475
2022-04-23T03:10:00,91.777,0.958,3267.529,1463.993
2022-04-23T03:15:00,76.218,1.006,3947.786,882.842
2022-04-23T03:20:00,78.961,0.938,3421.832,803.197
2022-04-23T03:25:00,87.248,0.971,3651.171,1327.754
2022-04-23T03:30:00,79.106,0.958,3233.608,868.32
2022-04-23T03:35:00,81.273,0.975,3416.388,1046.383
2022-04-23T03:40:00,72.077,0.978,2089.06,908.685
2022-04-23T03:45:00,65.957,1.006,1185.269,664.689
2022-04-23T03:50:00,79.507,0.924,2722.378,1215.599
2022-04-23T03:55:00,75.605,0.985,765.91,926.165
2022-04-23T04:00:00,87.103,0.959,2297.988,1080.752
