timestamp,rmssd,coverage,low_frequency,high_frequency
2022-05-01T01:10:00,63.161,0.797,1065.268,685.292
2022-05-01T01:15:00,64.211,0.964,756.719,634.108
2022-05-01T01:20:00,63.66,0.947,519.739,691.604
2022-05-01T01:25:00,67.942,1.005,376.012,866.256
2022-05-01T01:30:00,66.963,0.941,639.548,847.288
2022-05-01T01:35:00,63.734,1.003,574.855,710.266
2022-05-01T01:40:00,68.266,1.0,496.832,785.765
2022-05-01T01:45:00,63.121,1.002,369.702,576.427
2022-05-01T01:50:00,66.813,1.003,207.52,710.023
2022-05-01T01:55:00,71.813,0.997,575.567,707.35
2022-05-01T02:00:00,68.177,0.982,412.935,714.93
2022-05-01T02:05:00,73.117,0.999,343.3,876.684
2022-05-01T02:10:00,77.404,0.866,1596.373,779.363
2022-05-01T02:15:00,73.161,1.006,771.512,866.944
2022-05-01T02:20:00,72.822,0.996,1383.151,970.605
2022-05-01T02:25:00,50.645,0.952,952.572,330.504
2022-05-01T02:30:00,61.469,0.986,1298.279,635.822
2022-05-01T02:35:00,61.789,0.981,1248.029,602.45
2022-05-01T02:40:00,63.797,1.006,2933.016,881.156
2022-05-01T02:45:00,65.605,0.979,1223.568,636.601
2022-05-01T02:50:00,65.817,0.935,663.045,661.236
2022-05-01T02:55:00,70.935,0.944,930.865,743.209
2022-05-01T03:00:00,68.083,0.998,1023.233,823.808
2022-05-01T03:05:00,70.233,0.951,890.427,755.047
2022-05-01T03:10:00,65.812,0.969,1068.305,614.212
2022-05-01T03:15:00,69.087,1.0,1023.118,624.836
2022-05-01T03:20:00,72.613,1.003,586.488,735.134
2022-05-01T03:25:00,76.868,1.001,600.832,910.738
2022-05-01T03:30:00,76.381,0.971,572.443,776.043
2022-05-01T03:35:00,74.163,0.991,734.131,757.369
2022-05-01T03:40:00,78.471,1.003,447.322,900.79
2022-05-01T03:45:00,83.111,0.994,553.917,1090.527
2022-05-01T03:50:00,82.596,0.924,1943.219,953.083
2022-05-01T03:55:00,63.645,0.994,4395.119,778.322
2022-05-01T04:00:00,69.407,0.895,3624.989,598.905
2022-05-01T04:05:00,83.711,0.968,3146.521,1118.338
2022-05-01T04:10:00,60.72,0.95,2062.22,441.551
2022-05-01T04:15:00,26.994,0.993,877.794,79.315
2022-05-01T04:20:00,48.738,1.002,1372.437,340.138
2022-05-01T04:25:00,38.844,0.985,1355.021,262.27
2022-05-01T04:30:00,36.649,1.001,657.562,322.008
2022-05-01T04:35:00,43.736,0.973,938.836,382.371
2022-05-01T04:40:00,55.429,0.989,1232.649,516.286
2022-05-01T04:45:00,59.999,0.959,7562.653,683.852
2022-05-01T04:50:00,55.79,0.983,1391.0,703.524
2022-05-01T04:55:00,63.43,0.959,2368.429,701.165
2022-05-01T05:00:00,61.909,1.005,648.057,635.636
2022-05-01T05:05:00,65.127,1.003,451.147,747.751
2022-05-01T05:10:00,76.06,1.002,557.186,994.506
2022-05-01T05:15:00,76.129,1.005,834.004,999.953
2022-05-01T05:20:00,78.808,1.003,597.092,1031.756
2022-05-01T05:25:00,78.384,1.004,398.648,1031.489
2022-05-01T05:30:00,81.372,1.007,603.853,1308.56
2022-05-01T05:35:00,80.167,0.956,1006.463,1167.87
2022-05-01T05:40:00,75.057,0.956,2031.691,900.933
2022-05-01T05:45:00,69.233,0.96,2211.363,816.926
2022-05-01T05:50:00,61.686,0.961,2349.558,474.808
2022-05-01T05:55:00,61.286,0.97,2359.975,387.835
2022-05-01T06:00:00,51.885,1.004,3216.257,478.385
2022-05-01T06:05:00,49.883,0.967,2721.166,527.76
2022-05-01T06:10:00,52.411,0.854,2494.317,419.828
2022-05-01T06:15:00,65.705,1.003,1289.577,850.022
2022-05-01T06:20:00,65.249,0.981,1867.875,882.91
2022-05-01T06:25:00,74.324,1.001,2539.303,1177.793
2022-05-01T06:30:00,74.329,0.996,2187.688,1035.16
2022-05-01T06:35:00,66.597,1.004,1998.531,752.357
2022-05-01T06:40:00,71.668,0.973,1879.229,801.482
2022-05-01T06:45:00,84.969,0.975,3183.581,1117.145
2022-05-01T06:50:00,71.708,1.002,1409.017,867.897
2022-05-01T06:55:00,71.444,1.005,558.688,826.98
2022-05-01T07:00:00,72.364,0.976,3130.843,973.33
2022-05-01T07:05:00,66.158,0.956,2243.388,625.322
2022-05-01T07:10:00,73.992,0.981,2441.079,824.105
2022-05-01T07:15:00,59.453,0.947,1276.365,403.404
2022-05-01T07:20:00,50.234,0.934,1753.755,355.082
2022-05-01T07:25:00,46.013,0.927,1525.236,263.378
2022-05-01T07:30:00,56.723,0.936,2559.966,529.597
2022-05-01T07:35:00,55.009,0.997,1328.916,494.007
2022-05-01T07:40:00,31.838,0.983,1005.84,262.726
2022-05-01T07:45:00,42.124,0.982,1188.705,197.185
2022-05-01T07:50:00,49.517,0.94,4548.789,396.006
2022-05-01T07:55:00,57.897,0.984,1814.818,576.898
2022-05-01T08:00:00,59.186,0.977,3138.701,768.37
2022-05-01T08:05:00,56.713,0.942,926.797,607.05
2022-05-01T08:10:00,51.468,1.003,828.447,474.645
2022-05-01T08:15:00,64.769,1.005,595.691,544.717
2022-05-01T08:20:00,58.151,0.997,712.452,493.81
2022-05-01T08:25:00,63.962,1.003,855.989,645.817
2022-05-01T08:30:00,71.749,0.959,2696.05,1076.861
2022-05-01T08:35:00,64.602,1.002,746.91,647.003
2022-05-01T08:40:00,63.403,0.961,1590.031,710.406
2022-05-01T08:45:00,60.602,0.956,3699.701,502.506
2022-05-01T08:50:00,61.843,1.004,2982.734,571.39
2022-05-01T08:55:00,73.306,0.934,2039.935,867.706
2022-05-01T09:00:00,66.361,0.943,3172.284,629.189
2022-05-01T09:05:00,40.215,0.961,978.928,227.655
2022-05-01T09:10:00,59.084,1.003,1561.445,762.312
2022-05-01T09:15:00,65.858,1.006,1625.75,838.652
2022-05-01T09:20:00,73.415,0.993,532.594,899.583
2022-05-01T09:25:00,71.688,1.005,1070.164,916.801
2022-05-01T09:30:00,87.727,0.994,2905.741,1715.356
2022-05-01T09:35:00,76.743,0.989,2294.937,1005.057
2022-05-01T09:40:00,79.178,0.998,1193.761,1213.344
2022-05-01T09:45:00,61.705,0.737,2364.498,580.204
