timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-06-01T04:59:30,16.8,1.4,8.927,16.8,1.4,8.927,16.2,1.9,8.21,16.2,2.5,3.658
2022-06-02T06:26:30,16.4,1.4,13.909,16.4,1.4,13.909,15.8,1.8,11.992,15.8,1.6,5.011
2022-06-03T08:20:00,16.8,1.7,10.631,16.8,1.7,10.631,16.6,1.3,12.257,16.0,2.4,6.562
2022-06-04T08:36:30,17.0,2.0,10.117,17.0,2.0,10.117,15.6,1.5,17.114,15.4,1.8,5.403
2022-06-06T05:38:30,16.8,1.4,8.164,16.8,1.4,8.164,16.2,1.7,9.044,15.8,2.2,6.517
