id,height,face,torso,left_shin,left_shin2,right_shin,shoulder,left_arm,right_arm,var1,var2,var3,var4
2b8cfe,718.3642421,70.59096562,269.5152316,141.2398869,207.5376526,132.1849164,173.2613974,131.9661582,133.629282,3,59,99,10
2b8d62,716.4087851,70.29101015,269.095971,140.472361,207.9115715,131.9756862,173.2460567,131.8349616,133.3211012,4,59,95,10
2b8dc6,714.9622769,70.08070733,268.745611,139.719235,208.3825921,131.7134372,173.3654068,131.9592547,133.1233789,2,57,96,10
2b8e2a,714.0131294,69.78552104,268.5323321,138.9034991,208.8784201,131.5190606,173.4683255,132.5369271,132.971018,1,59,93,10
2b8e8e,713.6875931,69.64763455,268.5207978,138.2921135,209.1628721,131.5017791,173.6258428,132.8772153,132.9179837,5,58,96,10
2b90e6,714.5110788,19.30004668,188.9123553,182.3915607,186.9633698,177.6836916,154.4494692,115.9669601,101.0375903,1,59,93,11
2b914a,715.4799528,20.02722385,188.1800929,181.7706488,187.022599,176.8665852,156.3127002,117.3142025,102.157093,4,57,98,11
2b91ae,717.0761591,19.87844848,187.380587,181.014589,186.5150708,176.1163023,158.3711849,118.5595296,103.0888897,4,59,95,11
2b9212,718.6363595,19.96651519,186.5092539,180.1879527,185.3361258,175.305207,160.2913451,119.9920601,104.2715543,4,57,95,11
2b9276,720.2301915,20.46025187,185.8373205,179.2892457,184.0670362,174.4571305,162.1410678,121.5975377,105.554379,5,55,98,11
2b94ce,1022.03882,26.88781798,398.7361492,150.3699251,239.7974294,93.49152404,324.5121035,183.2338799,200.5240966,3,55,96,11
2b9532,1017.734806,26.88781798,396.5600725,150.687008,239.7978241,96.25710333,321.6843542,182.4196971,198.8004848,5,57,95,11
2b9596,1015.33195,26.88781798,394.1651171,151.4083365,239.7979528,100.8139705,318.7854372,181.4918463,196.8442961,1,58,98,11
2b95fa,1014.300184,26.88781798,391.1513731,152.8184989,239.8025488,106.044676,315.7539784,180.439226,194.8059735,1,55,93,11
2b965e,1013.522117,26.88781798,387.4664225,154.3808155,239.8067688,111.4933154,312.9431737,179.0747063,192.8606543,1,60,94,11
2b98b6,638.0383538,63.39978093,248.1178333,127.4716267,183.4552298,141.4515803,143.7935987,118.2625306,104.7191066,3,59,99,11
2b991a,641.5649963,65.22447552,250.4216784,127.3988687,183.1643618,141.8475008,144.4791022,119.6129338,105.347993,4,57,99,11
2b997e,644.2607546,67.04733669,252.3869489,127.1454589,183.0129799,142.0965986,144.8283174,120.8206923,105.936754,5,57,93,11
2b99e2,646.187313,68.85100288,254.0204968,126.8796292,182.9241263,142.2024602,144.970335,121.6424574,106.5213197,4,59,98,12
2b9a46,647.7677584,70.62183006,255.387404,126.6831189,183.004156,142.3099911,144.9759275,122.2038201,107.0124346,4,59,98,12
2b9c9e,703.8460114,60.03814892,240.8669786,166.0884957,195.1532889,172.9555271,146.9334174,106.6647791,101.3829733,3,57,93,12
2b9d02,703.0148906,59.99663156,240.3454578,166.7146243,194.8249708,173.8560707,146.720934,106.3790145,101.4116228,2,55,97,12
2b9d66,702.193274,60.03223228,239.8961378,167.2594187,194.41125,174.4844465,146.5077018,106.1018543,101.5255554,1,59,96,12
2b9dca,701.2840472,60.06940247,239.4415566,167.8612653,193.9697021,174.8989213,146.2248345,105.6933553,101.6486289,5,60,96,12
2b9e2e,700.0070835,60.41179889,238.8506207,168.4471029,193.6743986,175.0255078,145.7979396,105.1647169,101.8688096,4,60,98,12
2ba086,924.7283216,94.10294984,326.0302887,173.0653533,267.0780295,203.4096383,221.407148,161.2397789,158.8588241,2,57,98,12
2ba0ea,924.5309488,94.0920687,326.1001918,172.9920214,267.3972085,203.2876959,221.4699512,161.4513751,159.2337022,1,56,93,12
2ba14e,924.3237412,94.09429389,326.1035829,173.1169704,267.7492191,203.089396,221.5849924,161.5923202,159.6116488,1,60,93,12
2ba1b2,923.984568,94.10504839,326.0991673,173.1804852,267.9592429,202.8315347,221.754234,161.660955,159.9211448,2,60,95,12
2ba216,923.4885916,94.10114153,326.0928799,173.1146,268.0999503,202.4475492,221.8615115,161.6580826,160.0192802,1,57,97,12
2ba46e,843.0588494,49.88513421,301.2701345,187.4475762,173.1261071,201.1036712,180.1245291,147.8481598,150.9022411,1,59,94,12
2ba4d2,842.7504468,49.88513421,301.0031185,187.5208398,173.059836,201.2400943,179.9175517,147.994518,150.8828023,3,60,95,12
2ba536,842.3436106,49.88513421,300.8678915,187.5905566,172.6776066,201.3680188,179.7764192,148.1132962,150.7170362,2,57,94,12
2ba59a,842.0742797,49.88513421,300.796899,187.6596357,172.3987462,201.487879,179.6396171,148.0827727,150.4037204,3,56,96,12
2ba5fe,841.9209307,49.88513421,300.7915371,187.7290159,172.5872068,201.5373593,179.6334559,148.1118912,150.0718731,5,60,94,12
2ba856,800.2992009,21.20872093,282.5669401,170.3160148,178.2285856,176.8602141,167.5547371,137.8004203,147.4453415,1,59,94,10
2ba8ba,800.0985831,21.20872093,282.9223463,170.5970375,178.2250537,176.5253255,167.467342,137.795078,147.0875457,2,58,95,10
2ba91e,800.031496,21.20872093,283.34911,171.0704349,178.23055,176.1377472,167.4513293,137.65297,146.670656,4,55,94,10
2ba982,799.7898305,21.20872093,283.7773271,171.6067871,178.128103,175.7104728,167.3679974,137.422502,146.1984018,5,59,99,10
2ba9e6,799.0321299,21.20872093,284.215253,171.9433671,178.0605159,175.23011,167.2211212,137.1930392,145.5739901,3,56,99,10
2bac3e,314.1783737,26.64225653,106.0767735,70.74056149,90.07273363,73.46654851,66.27075939,55.0244135,48.09988456,1,57,98,11
2baca2,314.0519288,26.63592031,106.2050775,70.73937789,90.09318925,73.51445069,66.11985298,55.14182659,48.09734608,4,59,98,11
2bad06,313.915305,26.62525401,106.3555502,70.75874872,90.10233679,73.56215236,65.9703959,55.23982729,48.10763636,1,57,95,11
2bad6a,313.8269733,26.61069781,106.5082221,70.79845923,90.05554654,73.58658947,65.86486836,55.31741914,48.10186211,1,56,95,11
2badce,313.7647828,26.59105169,106.6193639,70.83847285,90.06692077,73.60844744,65.82436118,55.37512245,48.09201043,4,60,99,11
2bb026,498.3281407,42.65166373,139.2161065,131.8753703,158.2735715,126.1510841,97.76577859,80.74086834,78.48321634,1,58,99,11
2bb08a,497.079255,42.68950358,139.0528274,131.8800125,158.1414678,125.9467068,97.4869956,81.41642405,80.00421674,4,56,95,12
2bb0ee,496.0744875,42.73872142,138.8763229,132.016597,157.8501699,125.7990946,97.27544476,81.80492539,80.50005864,2,59,99,12
2bb152,495.3680217,42.79964744,138.7631262,132.2189762,157.5700741,125.7753336,97.07237932,82.12443412,79.91713799,3,57,96,12
2bb1b6,494.7968021,42.88606036,138.7302006,132.3553033,157.300533,125.8843027,96.8775669,82.62223341,79.0522182,2,60,94,12
2bb40e,692.729564,48.86667227,167.7117142,206.6466857,226.9738642,192.5726636,130.8408236,53.35070162,51.54947723,5,58,96,10
2bb472,692.7885281,48.84150519,167.7130448,206.9448803,226.5963282,192.5779929,130.9048678,53.09624168,51.55689246,1,55,96,10
2bb4d6,692.8874741,48.81998818,167.7142869,207.3086979,226.1800155,192.5832807,130.9685342,52.83822087,51.57055611,3,56,95,10
2bb53a,692.9894999,48.81288185,167.7174328,207.6736346,226.5010519,192.5880517,131.0327118,52.58653159,51.58474061,2,58,97,10
2bb59e,693.0812546,48.8148596,167.720287,207.966273,226.871474,192.5922502,131.0307561,52.37791422,51.60592144,5,60,95,10
2bb7f6,687.2032416,21.60157007,176.4522855,174.7701025,215.3713844,193.1810292,139.820597,114.5896036,113.8478822,3,59,99,12
2bb85a,687.616526,21.86352864,176.657641,175.0248015,215.817216,193.2416207,139.8975297,114.9504953,113.721019,4,57,93,12
2bb8be,688.0823129,22.13344896,176.8623299,175.2719329,216.2558145,193.2258941,140.0435617,115.2848586,113.6134497,4,55,94,12
2bb922,688.8964804,22.25454856,176.9360466,175.4485452,216.1615071,193.4030788,140.3301742,115.4743185,113.5780855,3,57,98,12
2bb986,689.7066405,23.13350802,176.9396397,175.4874126,216.028022,193.5745633,140.6260585,115.5440519,113.5422739,5,56,97,12
2bbbde,699.5037409,54.30932196,252.2921245,152.4523849,203.3396465,148.8876187,144.0362474,104.4395276,102.0497881,2,59,96,12
2bbc42,697.7768239,54.44920904,251.6595511,151.8365718,203.7339348,147.7704298,144.2423527,104.2050822,101.4859246,2,59,98,12
2bbca6,696.0062085,54.74455717,250.9613215,151.2396829,204.1783853,146.6460905,144.4329191,103.8319246,100.9546307,5,55,96,12
2bbd0a,693.7596837,55.15614249,250.0590064,150.7153447,204.2426155,145.3819766,144.5506086,103.2718649,100.4317013,4,60,94,12
2bbd6e,690.5247598,55.65466333,248.6186197,149.9958896,204.4532564,143.8486735,144.587569,102.7266134,99.8556757,5,60,97,12
2bbfc6,686.3009436,28.33293832,269.6669065,132.7523486,154.7469417,124.5747349,154.289697,125.1012288,120.5091205,4,57,93,12
2bc02a,685.9655702,27.98831741,269.7290976,132.9140106,155.2487173,124.6374311,153.8775246,124.7697938,119.9631585,3,59,99,12
2bc08e,685.8307888,26.34299474,269.6608791,133.1424836,156.052823,124.6934541,153.5333406,124.4717435,119.693657,3,55,99,12
2bc0f2,685.722722,24.46646397,269.5235396,133.3789396,156.9911359,124.7933362,153.1896173,124.1997887,119.6665247,2,56,99,12
2bc156,685.5358055,25.04695321,269.3163379,133.5433591,157.5641871,124.9000416,152.8473559,123.7778744,119.8262311,2,59,97,12
2bc3ae,803.6909499,25.42930029,301.4922819,156.5598109,215.0903968,164.1932722,181.3503205,146.5188942,128.1488329,4,55,99,11
2bc412,804.9759254,25.95271687,304.4222636,156.9804071,215.0883019,164.9235587,180.8054516,144.3836892,126.9845195,4,58,96,11
2bc476,806.1753204,25.31022482,307.2866986,157.4678986,215.0838091,165.8629096,180.1240265,141.5534728,125.6516748,1,57,97,12
2bc4da,807.503285,24.63694389,309.94822,158.0395149,215.0835746,167.0039886,179.4456883,139.5327739,124.4320551,1,59,96,12
2bc53e,809.2540666,23.91417084,312.398322,158.8133392,215.0835881,168.3602089,178.9056266,137.4702545,123.0678028,3,55,95,12
2bc796,627.5397972,,163.375896,154.4983889,257.6617186,167.2564505,128.3074345,90.41197687,101.5258674,2,56,99,12
2bc7fa,627.8639603,,163.3018966,154.3562379,257.7900345,167.5548662,128.5420879,90.55328745,101.3348532,3,60,93,12
2bc85e,628.3882225,,163.2944751,154.4200586,258.0595119,167.7855197,128.8438248,90.73654426,101.0959504,3,57,97,12
2bc8c2,628.7276628,,163.2213869,154.7587495,258.5615859,167.8943839,129.014429,90.92452239,100.7192788,1,56,95,12
2bc926,629.1719473,,163.1491434,155.1011894,258.7608296,167.9468153,129.1802473,91.1919114,100.2504087,1,56,96,12
2bcb7e,565.0395016,49.57845414,174.0493368,119.5576608,163.697844,124.4688459,126.194514,78.57267256,89.41229453,1,57,96,11
2bcbe2,564.4379578,49.58358311,173.8489552,119.6250823,163.0879186,124.5254785,125.6470775,77.89833766,88.52193664,4,57,99,11
2bcc46,563.4689736,49.62299192,173.7891725,119.6917544,162.4406147,124.5897336,124.9606416,77.09227623,87.36947841,1,55,96,11
2bccaa,562.5771486,49.67249654,174.0725877,119.6910262,162.0471665,124.6178833,124.2051434,76.52551304,86.01324176,3,55,99,11
2bcd0e,561.7826641,49.72591138,174.4291833,119.686731,161.85812,124.6054651,123.4489371,75.97039145,84.54560745,1,58,96,11
2bcf66,629.7056996,68.85454719,220.9833324,139.8975984,156.0091499,135.7542373,142.8508178,112.2427799,69.17740664,3,60,99,11
2bcfca,629.9753129,68.78302977,221.9478207,139.6846479,156.0752569,135.88507,142.6825187,111.1471697,68.65628763,4,60,94,11
2bd02e,630.0151585,68.73070204,223.3248442,139.475716,156.1059895,136.0150686,142.5181093,109.8837546,68.8261536,3,60,93,11
2bd092,629.9217863,68.68400985,224.7669065,139.2715895,156.0017871,136.1442619,142.4305672,108.6239393,69.66682931,5,57,94,11
2bd0f6,630.0085509,68.66287005,226.0719954,139.1977818,156.0458316,136.2035395,142.4061551,107.4116288,70.90339409,1,57,99,11
2bd34e,370.5890358,19.79203242,134.6937951,115.8962252,136.9376346,78.43448927,1.913000525,26.12329762,8.1238992,1,60,96,11
2bd3b2,370.1067807,19.79203242,134.7805236,115.9621289,136.9338564,78.47716654,2.54732817,26.17363303,8.1238992,3,60,94,11
2bd416,369.5527566,19.79203242,134.8471311,116.1807943,136.9970194,78.54214518,3.460325952,26.16350968,8.1238992,2,60,98,11
2bd47a,368.8663017,19.79203242,134.9082807,116.1826887,137.0874237,78.60656886,4.715153455,26.09339401,8.1238992,1,57,99,11
2bd4de,368.1347327,19.79203242,134.9074308,116.2943303,137.120034,78.6719085,6.263565249,25.963153,8.1238992,4,59,99,11
2bd736,566.4640238,33.84518113,193.9369688,134.4674999,66.98578654,126.4167508,113.1814854,69.02472733,93.79731719,5,60,95,12
2bd79a,571.6528095,33.84518113,199.1234566,135.0256996,66.98117514,127.2800279,114.5502878,71.23745144,94.43501994,4,59,98,12
2bd7fe,577.1988377,33.84518113,204.4400634,135.6147258,66.97554263,128.3767373,116.0502699,73.60702224,95.57761144,4,56,93,12
2bd862,582.3129202,33.84518113,209.8743405,136.2718513,66.96849924,129.4943261,117.4898316,76.05709159,96.77023792,3,60,94,10
2bd8c6,586.81662,33.84518113,215.3217994,136.8586884,66.95482847,130.379532,119.0602568,78.71968356,98.01716871,5,55,97,10
2bdb1e,716.087075,52.85427112,195.0354094,180.6662478,240.1686422,174.7939889,154.2211505,127.9719655,148.4768329,3,60,95,12
2bdb82,717.7660126,53.02645132,194.835387,180.759631,239.3351054,174.6011201,155.4564435,128.0485164,148.4340391,5,60,96,12
2bdbe6,719.1341655,53.17274533,194.5039575,180.5173382,238.7403213,174.3132488,156.8247458,128.1313647,148.3677037,5,57,96,12
2bdc4a,720.0908359,53.23640197,193.8392846,180.0067118,238.3809519,173.6971782,158.1921068,128.2237756,148.2052303,1,56,98,12
2bdcae,720.923288,53.18274337,192.96748,179.2759986,238.2627605,173.0123508,159.5613788,128.3330938,148.1444171,3,55,95,12
2bdf06,586.5893783,53.88928624,216.2361451,138.3175367,178.8440131,122.048772,116.8830893,102.9662029,114.5077114,5,60,93,10
2bdf6a,585.6293485,53.87817297,216.1141222,138.5954033,178.2932091,122.0239763,116.956687,103.1853585,114.5674561,1,59,93,10
2bdfce,584.7789962,53.84159344,215.9872775,139.0043821,177.6014458,122.0000656,116.9622625,103.5384141,114.6260254,1,55,96,10
2be032,583.8267319,53.80763518,215.9224331,139.4056059,176.7955538,121.7736688,116.8976432,103.7528064,114.6290986,4,59,94,10
2be096,583.20484,53.76869239,215.9231887,139.8013412,175.8844199,121.4204419,116.9674923,103.9947044,114.5964257,5,59,98,10
2be2ee,841.8164544,76.33818918,307.3136334,171.9006129,199.6515277,185.0986015,181.6927009,153.4345269,150.5564605,4,57,99,12
2be352,840.8679639,77.83513958,306.8311893,171.8297126,199.6486596,184.9004221,181.1770021,153.7101471,150.1416179,5,58,93,12
2be3b6,839.9360234,79.39126968,306.5569968,171.7579308,199.6512794,184.6373242,180.6624564,153.8513915,149.4848499,5,56,93,12
2be41a,838.9473524,80.85825041,306.3571582,171.7461723,199.6553738,184.3679634,180.1419026,153.8404777,148.7054072,5,57,94,12
2be47e,838.0584534,82.24113063,306.2267565,171.7347051,199.7514222,184.1695835,,153.8850921,148.1628981,5,56,97,12
2be6d6,766.2718331,19.80783352,263.833608,173.4099075,174.9835633,158.650495,171.8228468,166.1940625,197.8171579,5,58,98,10
2be73a,770.9577892,19.80783352,269.7917409,174.9217326,175.1713073,159.6096079,171.8627468,167.4424651,199.1060045,5,57,93,10
2be79e,775.8423926,19.80783352,276.0121109,176.2976964,175.0626763,160.6344326,171.9557616,168.4452561,200.4779346,2,58,95,10
2be802,780.0997496,19.80783352,282.0192814,177.3990799,174.8007902,161.4584064,172.0395211,169.29551,201.8273691,2,55,94,10
2be866,784.1273091,19.80783352,287.684546,178.2270492,174.2397268,162.3491684,172.1531203,169.7831369,202.8797209,3,60,94,10
2beabe,674.3082438,64.30212579,182.8270419,170.0376039,200.0578209,186.4631588,142.7729483,110.683865,113.5058722,5,56,97,12
2beb22,672.3343261,64.66081523,181.7227045,170.2369064,199.9319596,185.8595983,142.2306807,111.2806921,113.902535,2,55,94,12
2beb86,669.8892433,65.31684111,180.4957715,170.2967175,199.8566628,185.037174,141.6940286,111.6801147,114.1864399,5,57,95,12
2bebea,667.379457,65.6639577,179.1379122,170.2909726,199.4861146,184.3401579,141.1512151,111.9132328,114.2135333,2,60,99,12
2bec4e,664.6296538,65.70966091,177.5934117,170.2803758,199.0721065,183.5086746,140.5540631,111.8290569,113.8440289,2,55,94,12
2beea6,890.9415496,7.141375297,296.2107916,209.6810353,288.204641,212.7240647,203.8219242,154.6679407,155.4297284,3,59,99,10
2bef0a,894.6179449,7.141375297,300.5605017,210.907605,289.6756921,213.4773286,203.9589978,156.1576942,156.7031528,4,58,95,10
2bef6e,898.1660851,7.141375297,304.7703975,212.0670521,291.3466843,214.2314994,204.167112,157.9090617,158.0543459,5,56,97,10
2befd2,902.0213492,7.141375297,308.9765514,213.1585,292.6189488,215.0541057,204.316829,159.741938,159.5127438,2,59,93,10
2bf036,905.7453361,7.141375297,313.1788356,214.1153898,293.6020443,215.7450368,204.4633066,161.4594286,161.0922582,3,55,98,10
2bf28e,585.2721847,49.0747733,166.852531,149.6955777,180.7304905,152.3946011,121.1110643,100.08698,95.48082928,2,60,97,11
2bf2f2,584.5226635,49.38734135,165.7262824,149.1362505,180.6987494,152.0851552,121.4434246,100.1801567,97.2376109,2,59,95,11
2bf356,584.1176839,49.75907184,164.5074167,148.5887758,180.812953,151.5127995,122.1136545,99.99702028,98.06668321,5,58,96,11
2bf3ba,583.8836034,50.20023772,163.292813,148.0475261,181.0504406,150.7997904,123.001337,99.80306844,98.34622226,3,60,96,11
2bf41e,583.9764416,50.70588249,162.0164604,147.5198261,181.1549661,149.9395521,124.166991,99.67211664,98.61824383,1,57,98,11
2bf676,1063.032005,53.59292674,417.3920006,212.0235266,219.3992296,202.9060782,255.332381,207.8855039,215.7592505,4,55,96,10
2bf6da,1063.176531,53.59292674,417.3798629,211.6005716,219.0683816,202.9751963,255.1448898,208.0186138,215.6746347,5,55,99,10
2bf73e,1063.528977,53.59292674,417.3767599,211.1786721,218.7054516,203.2460955,254.8952754,208.084248,215.5888655,1,58,93,10
2bf7a2,1063.648029,53.59292674,417.2381802,210.8211687,218.4796409,203.4480075,254.5164094,208.1443269,215.6231976,4,57,98,10
2bf806,1063.750065,53.59292674,417.0268072,210.4612124,218.0767892,203.5139281,254.0677399,208.2459203,215.776636,1,56,95,10
2bfa5e,788.8689095,18.8655015,256.807952,185.6476321,141.2092867,191.0874901,159.8335925,113.3402945,124.082164,2,58,95,12
2bfac2,787.8215107,18.46709879,256.6658306,185.4435789,139.7634999,190.8332515,159.2211588,113.7269372,125.5449919,4,58,95,12
2bfb26,786.4836832,18.35070128,256.5914787,185.4416664,137.9765423,190.5775125,158.5402039,114.1244266,126.7768414,3,58,97,12
2bfb8a,785.621187,18.3291799,256.7187477,185.4411544,136.9026398,190.3259119,158.0644803,114.7792601,127.4490293,4,58,97,12
2bfbee,785.4414107,18.48612585,256.9136928,185.5751488,135.9092196,190.2102236,157.6554413,115.4378764,127.9243916,2,59,99,12
2bfe46,774.1806317,51.7454009,190.1042117,212.617364,250.7054738,208.2365258,153.4089275,101.0724886,89.47954891,1,59,96,10
2bfeaa,773.7001971,51.72920778,190.3847322,211.6927266,250.9934749,207.9337199,153.4813363,98.59053055,87.24007811,2,60,97,10
2bff0e,773.1471609,51.73299829,191.0084531,210.850776,251.49562,207.5086322,153.4614409,95.88307854,84.90649402,3,58,96,10
2bff72,772.3438094,51.7386299,191.8336689,210.2806784,251.8122815,206.8883927,153.3600333,93.01755991,82.52435664,1,57,93,10
2bffd6,771.1369193,51.76331621,192.7277666,209.6269167,252.1435109,206.1324488,153.0546654,90.13484249,79.9935032,3,60,99,10
2c022e,773.5624769,18.62100463,268.8354926,169.379873,278.0057512,164.8961827,165.2310853,146.1397451,143.3052423,2,57,93,12
2c0292,774.0221076,20.32687665,269.0301449,169.2966261,276.5804853,165.0965535,165.2933788,146.3521138,143.5636279,5,57,99,12
2c02f6,774.6257086,21.93292701,269.1603278,169.214801,274.022766,165.2304531,165.4244645,146.3633786,143.7844109,3,58,99,12
2c035a,775.20027,23.43110549,269.2224531,169.0751888,271.2857847,165.2981272,165.6217285,146.2297181,143.9891549,3,59,95,12
2c03be,775.6857834,24.92565169,269.2791449,168.8687389,268.3304131,165.2992167,165.8191221,146.1068374,144.2981897,3,60,95,12
2c0616,648.6344381,53.96214611,159.3406149,171.5050101,198.8331772,175.6674099,140.1546153,93.77860648,108.5123218,4,59,96,11
2c067a,649.4946013,52.11774544,159.3168807,171.5051064,199.1283505,175.8235638,140.4337196,94.65098885,107.9019793,2,59,93,11
2c06de,650.3445332,50.27580752,159.1555696,171.514786,199.2787629,175.9880988,140.7252774,94.9349312,106.847299,5,56,95,11
2c0742,651.291182,48.4244803,158.9248581,171.5811416,199.3724349,176.1401276,141.0915235,95.08456009,105.9227467,3,56,99,11
2c07a6,652.1144248,46.57817702,158.626467,171.7090635,199.4438725,176.2909315,141.4614145,95.10636222,105.1465451,4,60,97,12
2c09fe,678.6797301,11.54520596,229.7443818,175.6575359,192.9087445,162.7367792,133.6911267,103.3197232,89.10740957,2,56,93,12
2c0a62,678.913479,11.54520596,229.8114969,175.7894607,192.8928901,162.7342413,133.8715174,103.3614965,89.11599309,4,55,97,12
2c0ac6,679.4003821,11.54520596,230.1479851,175.8479526,192.874057,162.6585726,134.1768568,103.4529051,88.97384585,1,60,94,12
2c0b2a,680.1395401,11.54520596,230.6220252,175.83958,192.8556018,162.583759,134.5977334,103.5523229,88.85843057,3,60,97,12
2c0b8e,680.3605888,11.54520596,231.0315573,175.6351066,192.6127111,162.5775448,135.0085462,103.4778181,88.87593074,3,57,99,12
2c0de6,682.4720958,71.9947752,232.7890536,152.3547651,169.4221977,147.1077668,153.851641,129.3185895,138.6323822,5,58,99,12
2c0e4a,682.3465883,71.92488828,232.6943025,152.3524738,169.7832091,147.1248548,153.9191214,129.2480016,139.0235865,1,59,93,12
2c0eae,682.0534368,71.813863,232.6725207,152.2859695,169.9641137,147.0772768,153.9200249,129.1538563,139.6023472,2,55,96,12
2c0f12,681.5848143,71.69062523,232.7223139,152.2194018,169.8484551,147.0290613,153.7877887,129.061283,140.1787669,2,57,99,12
2c0f76,681.1934877,71.53903114,232.7542366,152.2849859,169.862262,146.9781952,153.6517628,128.9560532,140.6251439,3,57,93,12
2c11ce,589.8871977,47.36372508,162.7589168,152.0738485,175.2941085,152.8838604,121.4483728,93.36978406,111.8093043,4,60,94,12
2c1232,589.9844237,47.36643269,162.8241205,152.176039,175.276801,152.838921,121.4669244,93.42960962,111.8098269,2,60,94,12
2c1296,590.0217821,47.38053246,162.9546346,152.1982588,175.2624835,152.783961,121.4740524,93.55650865,111.8100338,5,57,99,12
2c12fa,590.0246465,47.41871459,163.1525591,152.1589852,175.2514102,152.7215188,121.4815212,93.76592654,111.8825657,4,57,93,12
2c135e,590.1189219,47.44264754,163.2849525,152.1999155,175.2486514,152.7229821,121.489508,93.84810923,111.9564411,5,55,98,12
2c15b6,675.4379751,31.74559795,183.7485204,185.5750892,199.7608262,177.8073961,134.2548488,108.5440106,106.382726,2,56,94,12
2c161a,674.8469555,31.35182136,184.3648162,185.6214356,199.742241,177.7610347,133.8478713,108.8442262,106.5896142,1,60,97,12
2c167e,674.4010046,31.15923001,184.8418018,185.8648912,199.3761831,177.7788583,133.4396086,108.8214694,106.8098046,1,58,93,12
2c16e2,673.9691972,31.06779897,185.1880859,186.107516,199.161215,177.7214713,133.0375973,108.7655055,106.9648658,4,59,99,12
2c1746,673.7519738,30.97754248,185.4717834,186.4177461,199.0289993,177.7306933,132.6361631,108.7677524,106.9106962,3,56,93,12
2c199e,560.3718008,48.6880285,148.662914,136.4763768,146.3538866,140.6341282,107.6589247,92.07672231,96.39063518,3,60,95,11
2c1a02,559.7627635,48.70931101,148.7255155,135.9261142,146.7093355,140.2108439,107.9254803,92.03250144,96.72032473,1,56,96,11
2c1a66,559.3503652,48.7346231,148.7936016,135.3508186,146.875297,139.7905278,108.3356802,91.95138536,97.14593916,5,55,96,11
2c1aca,558.974856,48.78054022,148.86405,134.642255,146.8079399,139.3018466,108.8874892,91.90633652,97.50917322,1,57,95,11
2c1b2e,558.3737876,48.84602649,148.9406286,133.8033846,146.5794781,138.671005,109.5040977,91.95118442,97.90719709,4,58,99,11
2c1d86,567.6747274,47.28191905,184.0806809,140.259506,144.0886651,139.8712875,118.2734971,93.14104671,84.82391989,2,60,93,11
2c1dea,566.957509,47.18271826,184.1481346,140.6768717,143.611548,140.4258267,117.5449577,93.11791332,84.68432461,2,58,94,11
2c1e4e,566.3033481,47.12314248,184.1411177,141.3608324,143.4745267,141.2565615,116.6652187,93.06951978,84.72575906,3,59,97,11
2c1eb2,565.7536641,47.08839805,183.9956983,142.3132569,144.0130016,142.1536388,115.8345545,93.0483381,85.00834504,5,58,94,11
2c1f16,565.2538078,47.07175088,184.0509424,143.2636103,144.6763331,142.9166809,115.0688443,93.11358009,85.25722324,3,60,93,11
2c216e,573.5476698,52.8574577,151.3959152,127.4698927,185.309993,141.8897914,130.1487075,103.1921577,92.36147822,2,59,99,12
2c21d2,572.1908594,52.69551707,151.4130393,125.3923771,185.4532793,140.2411746,131.2457867,103.4592386,92.17976974,4,55,96,12
2c2236,571.1697199,52.56687813,151.4356354,123.4533082,185.61281,138.8008423,132.4095476,103.8095687,91.74699905,4,58,98,12
2c229a,570.6501167,52.49071797,151.7332973,121.8528051,185.6453122,137.4450656,133.5752514,104.2291389,91.31409545,4,56,94,12
2c22fe,570.6136383,52.49668844,152.513439,120.3194519,185.6086488,136.2893986,134.7426614,104.7854823,91.04215628,3,55,96,12
2c2556,620.7851407,,220.7529442,131.2024541,176.3851283,132.5945747,132.4044329,117.5131783,109.0780952,5,57,93,11
2c25ba,619.8644581,,220.0753943,131.6797802,176.3834247,132.9228577,132.270589,118.1078429,109.1392839,2,55,99,11
2c261e,619.063782,,219.53789,132.1575572,176.3805991,133.2534987,132.2698788,118.8625146,109.2496976,5,59,94,11
2c2682,618.2961515,,219.2720604,132.4284916,176.3775586,133.3106422,132.4719117,-1,109.4969651,3,56,94,11
2c26e6,618.1732292,,219.0723736,132.8330165,176.3742691,133.4441243,132.8107345,120.6635397,109.7049692,5,59,97,11
2c293e,759.0993018,63.39952816,226.5117747,202.7821562,253.285124,200.6549268,145.8014309,122.7463813,102.2891474,4,60,97,12
2c29a2,758.6220043,63.51971381,226.2364347,202.6363019,251.1783665,199.998304,145.9844463,122.5502405,102.6317807,5,59,99,12
2c2a06,758.2703372,63.70629768,225.96481,202.8314179,249.1781283,199.3051254,146.10071,122.4435189,102.9292474,4,57,97,12
2c2a6a,757.9367508,63.92172224,225.8270125,203.2343254,247.5162994,198.5109248,146.1392031,122.4312377,103.1198988,4,56,99,12
2c2ace,757.4639758,64.10524354,225.7578907,203.6419509,246.6417672,197.5733322,146.113768,122.4667272,103.0389454,4,59,99,12
2c2d26,752.5615821,,242.6007853,171.8511007,164.4846202,167.1937689,170.6553995,136.6481555,131.891261,5,59,94,12
2c2d8a,757.0508602,,246.9046453,173.6134775,164.4785463,168.9851439,170.4789204,137.0143192,132.0956647,3,57,97,12
2c2dee,761.3729248,,251.0673174,175.1732115,164.4696323,170.9324596,170.3580184,137.3027856,132.3256169,4,59,98,12
2c2e52,765.481254,,254.4821942,176.9294766,164.4618655,173.1871477,170.2168299,137.5527752,132.551897,1,58,99,12
