frame,distance
1,0.002884517544688335
2,0.00287520184437499
3,0.0027866823413119674
4,0.0027029460530479856
5,0.002557734160039907
6,0.002373841853755318
7,0.002282416970694761
8,0.002190258557860174
9,0.0026794945126039508
10,0.0027843874082377515
11,0.002919095529546066
12,0.002782562962400599
13,0.0025908356866640066
14,0.0025013016959759046
15,0.0022499494619178787
16,0.0023141446432326496
17,0.0019800506912078905
18,0.002169731577080468
19,0.00245772745788808
20,0.004876844221006532
21,0.006708865178954966
22,0.008865599048488463
23,0.009351960131471099
24,0.010126224081915885
25,0.010462171089053073
26,0.012587104041506638
27,0.015401840141838385
28,0.01897641829140516
29,0.021924189324488294
30,0.025712421759410412
31,0.029740004331833634
32,0.03329900307557044
33,0.03548110536575724
34,0.03639500389901556
35,0.03628677703231141
36,0.03548664281364294
37,0.034806931287742864
38,0.028370208148595602
39,0.026798206521661233
40,0.024546023668640452
41,0.028153530238263263
42,0.026602765927106625
43,0.025730630357274003
44,0.02443590461609453
45,0.02298462861188523
46,0.02148042397743407
47,0.02105085723312196
48,0.02088658264452122
49,0.02089637673938649
50,0.019877201635160848
51,0.01902234188848651
52,0.01662006536389099
53,0.014872430270163722
54,0.013289202631919735
55,0.012944601093072649
56,0.012700419499975748
57,0.012367520911995689
58,0.012171628839328989
59,0.01219250345235525
60,0.012050100861943804
61,0.012152928905592797
62,0.012085665036670358
63,0.012261636534555437
64,0.012239058192923
65,0.012064456890648858
66,0.011821260986350774
67,0.011975287631724072
68,0.012047331442549755
69,0.012341519783339206
70,0.012210919562605576
71,0.012174819588149319
72,0.01201690858747998
73,0.01189616636159073
74,0.011500721502990486
75,0.011228492898824223
76,0.010957644015512722
77,0.01117812739803705
78,0.01146713701245299
79,0.011894291280078496
80,0.011949333067190674
81,0.012446615907333302
82,0.012586347142000288
83,0.013004265033745327
84,0.012977437023829107
85,0.013519154010023795
86,0.014615173557362303
87,0.016259512782586107
88,0.020369758151314945
89,0.028732941684515456
90,0.043462466096123455
91,0.05712648902100096
92,0.06722361920670558
93,0.07155342401756953
94,0.07471441441574653
95,0.07720895430355496
96,0.0785323806216356
97,0.0790779543889122
98,0.07905527189218173
99,0.07906826973361143
100,0.08042591632545612
101,0.08042443496845432
102,0.08083423833183687
103,0.07852847904855931
104,0.07729057695327828
105,0.07425715862369432
106,0.07211194898025058
107,0.06912695094061853
108,0.06734865065596471
109,0.06592602159759288
110,0.06510572730819063
111,0.06478590758678912
112,0.0648068756780935
113,0.06546377054267265
114,0.06663324801857166
115,0.06845257042147278
116,0.07055008042522319
117,0.07017913512057496
118,0.06965536204836197
119,0.06862233552114869
120,0.06839875651069877
121,0.06738990326633261
122,0.06660506742620297
123,0.06666323818571697
124,0.06834200573246034
125,0.06988694466700715
126,0.07076979291743034
127,0.07009635291568621
128,0.0691940596094836
129,0.06957523420259158
130,0.07020508803366572
131,0.07105737335417614
132,0.07124964744088638
133,0.07142144662231086
134,0.07038806647628941
135,0.06713715658774491
136,0.054052014290016055
137,0.04827444489581146
138,0.02846596194435214
139,0.018227137509566744
140,0.0033027855919371377
141,0.006361196546833267
142,0.007215564122319893
143,0.009226454853532524
144,0.01732984888318661
145,0.03410427845562738
146,0.05216892053278399
147,0.06387397301688742
148,0.06902959423060501
149,0.06987716331923026
150,0.06736414350598433
151,0.061537824722960884
152,0.05670051191203664
153,0.0463907117958517
154,0.035261240141865186
155,0.017939448058933875
156,0.007597887311456169
157,0.002741928471485937
158,0.006479409877484482
159,0.02172071573411888
160,0.0400801659563397
161,0.05798950988527998
162,0.06702098188103071
163,0.0719793722108644
164,0.07287674722435501
165,0.06301378697074633
166,0.05224552219782683
167,0.029754697829111103
168,0.01507516778186933
169,0.0021135202518878797
170,0.001960735468048262
171,0.012607046123403647
172,0.01480548509962767
173,0.04082580257638201
174,0.04794884690347442
175,0.06767892932915441
176,0.06545418103728766
177,0.07059343617178374
178,0.0705532920749436
179,0.05511552857130017
180,0.037391295085498884
181,0.014606450065210731
182,0.006781918598582612
183,0.0014790832285243095
184,0.0036541930929423713
185,0.02190705725084574
186,0.040195316065990465
187,0.050051358977087304
188,0.06012505340788964
189,0.07306537479698036
190,0.07703244331403522
191,0.056204285625046126
192,0.03889786229023816
193,0.018351969501276308
194,0.01791214961511616
195,0.01580218073918458
196,0.01633007929151476
197,0.009458806245745561
198,0.014335825755291048
199,0.019109886703726205
200,0.032677430324710294
201,0.04219393932128424
202,0.05937201611833836
203,0.069491113470976
204,0.07505251491495687
205,0.07366415946617884
206,0.053438705023740506
207,0.039690350684569525
208,0.01913136456848959
209,0.015466014043290852
210,0.004426024198224058
211,0.007567719599153402
212,0.026614516154160956
213,0.044842615595737115
214,0.05982301827351913
215,0.058812488069869016
216,0.042775965026976795
217,0.024267554545270152
218,0.005498116672422971
219,0.0032219684375781365
220,0.0030055096902099547
221,0.004523258484409637
222,0.018519078744287935
223,0.030369264842869677
224,0.04706516241572736
225,0.052403540925900154
226,0.06035450137008828
227,0.06236855803463934
228,0.05655701829744428
229,0.04077231137934543
230,0.020780905688521603
231,0.006815273951514168
232,0.0026684047623455305
233,0.0034700742525102988
234,0.006291909226585132
235,0.01728737242044595
236,0.03328411123151195
237,0.04924503177447727
238,0.059219959799203824
239,0.06493453066835435
240,0.06617725443396152
241,0.06747553314620171
242,0.051838181167504695
243,0.0422835916714376
244,0.019812859549204753
245,0.014176078038086175
246,0.0022884755899713304
247,0.012810737569257637
248,0.016429377798917927
249,0.025798372004693173
250,0.037173269410016696
251,0.05213716651527634
252,0.06323152260762985
253,0.05332104586171161
254,0.037185561193750896
255,0.025462053424119068
256,0.01625092254070995
257,0.013983538667767468
258,0.00397537069715159
259,0.003766418730488779
260,0.0032729600396904745
261,0.002717698987148123
262,0.0025914408706181613
263,0.006278171724965032
264,0.014927420983324316
265,0.023709936951933047
266,0.027607494740668405
267,0.02570366740367109
268,0.023584491520942046
269,0.02332659761956288
270,0.025432030222634402
271,0.0278831170244588
272,0.03020146397898698
273,0.03124677071802412
274,0.03170937527317905
275,0.03184574262550295
276,0.031621458776842706
277,0.030605995644788445
278,0.029508125649870286
279,0.027760780415915016
280,0.02671764002598102
281,0.024814512284904687
282,0.024387360841940636
283,0.023774675655772726
284,0.016661840280214658
285,0.013732583376450615
286,0.029171021987023097
287,0.03295118130335416
288,0.0350192244428449
289,0.0374226379754395
290,0.023254286863264258
291,0.02480840005254582
292,0.00804942531214425
293,0.0066140049066294075
294,0.006286308619301752
295,0.008435146329038816
296,0.010238049573690644
297,0.012857390555686528
298,0.013630782940753317
299,0.013772669246969236
300,0.013220919816501687
301,0.011926935765945414
302,0.011418473740150864
303,0.011549181731591238
304,0.011885439908126166
305,0.011465323443668416
306,0.011199569103203716
307,0.01071934497822646
308,0.011114155736837066
309,0.013465120574487002
310,0.015114393412346798
311,0.01663979230352177
312,0.013940399336642035
313,0.013171086888460656
314,0.011695938944477312
315,0.011570466607044208
316,0.01086344856829185
317,0.010568740298405606
318,0.010375579917932603
319,0.010047945799389868
320,0.00959738196047551
321,0.00939267509392816
322,0.009065813194166078
323,0.00921318350436769
324,0.00918329709257846
325,0.010081254528165003
326,0.0101913425001733
327,0.011980904894030127
328,0.011713480667198276
329,0.011914227702719866
330,0.011493642036422426
331,0.010867587925776894
332,0.010350085634738108
333,0.009122286177287938
334,0.00975749795257362
335,0.01061613409707768
336,0.011149409425447322
337,0.011127308982546087
338,0.010714989012425718
339,0.010723686841396463
340,0.01087510879818881
341,0.011151402787534676
342,0.011284279709407959
343,0.011281785772654535
344,0.011964571589986919
345,0.012305327652596568
346,0.012124826871906722
347,0.010481815280909072
348,0.008595821785854964
349,0.008552910006521537
350,0.009528720121241998
351,0.011155907581436956
352,0.012148388292992201
353,0.012542098599976691
354,0.013547700296802072
355,0.012086936361396999
356,0.011063625648555606
357,0.009413141176284067
358,0.010411850365431663
359,0.010373158717920791
360,0.011223533733152683
361,0.010562932744625967
362,0.010580570598210378
363,0.010565075003875508
364,0.011435281151168186
365,0.010720872374165894
366,0.010377575103605636
367,0.010467009892344876
368,0.011414514821971405
369,0.010940534969245113
370,0.010339967755475953
371,0.00995947550406721
372,0.011196157753731664
373,0.011069042260215357
374,0.01145210302097105
375,0.01009413217114414
376,0.010073677384208049
377,0.011482869596840922
378,0.013075980611902006
379,0.014271338959556627
380,0.01353251262633317
381,0.012978234636266954
382,0.012449371778319195
383,0.012642331926764052
384,0.012468455817480118
385,0.012369804583168652
386,0.012341850949873159
387,0.013690005472936452
388,0.012542044704263752
389,0.011891691885683574
390,0.00988618494772981
391,0.009852633579778823
392,0.00862650190840311
393,0.010001914591827407
394,0.01019946897593253
395,0.010626287855198051
396,0.0076750304413680595
397,0.006206192252610245
398,0.005478547360674609
399,0.005875276716644967
400,0.006549951762935085
401,0.006320860824978761
402,0.006926317469862359
403,0.0053900393550610865
404,0.0067438732757766125
405,0.005869595918822391
406,0.006912653450462058
407,0.00666453489865952
408,0.011325159373444455
409,0.01763994244165314
410,0.023760596658670637
411,0.025617541072694077
412,0.026715569429694355
413,0.027321125178344556
414,0.026827236362634396
415,0.026014534635174228
416,0.020586269840961655
417,0.015935955923656007
418,0.011446654628705012
419,0.011719863789451043
420,0.0118622253542397
421,0.011853327651803535
422,0.010992898731554268
423,0.014558492454512987
424,0.01550512948957791
425,0.01662308345632432
426,0.013145049494429276
427,0.016856035378380915
428,0.019119274415239047
429,0.022677836358697266
430,0.022592828772600323
431,0.020916145328242902
432,0.01815170781414308
433,0.015459847059755186
434,0.015452232848613382
435,0.01704790139384844
436,0.01849181606667535
437,0.020079788655753442
438,0.019899859126208796
439,0.019897457212405073
440,0.019827179290678492
441,0.01993097374991972
442,0.02000825840016613
443,0.02024722430640817
444,0.020288817253337362
445,0.02037087338477753
446,0.02036360754470294
447,0.020417087834337756
448,0.02047341643805957
449,0.020732542557430247
450,0.020447494512251165
451,0.01965653700567706
452,0.018666956550028733
453,0.018258177581896545
454,0.018888042895151842
455,0.019506147462169072
456,0.020289988943579314
457,0.020361582063968726
458,0.020546946805036086
459,0.020551510676811564
460,0.020558046894793906
461,0.020428026711642393
462,0.020479062490069245
463,0.018682034198777796
464,0.018859419563499062
465,0.017307566547670725
466,0.0192825372232637
467,0.019336401934675635
468,0.020918594735738493
469,0.020878987212037785
470,0.02085341464213802
471,0.020874421423719862
472,0.020985217949216175
473,0.020906529714254475
474,0.020831427052425952
475,0.020714951615577328
476,0.020737500477382844
477,0.020528841329637913
478,0.020197736068155496
479,0.02033792788696308
480,0.020766158697790048
481,0.020536309464611224
482,0.019622173915528587
483,0.01850801194254545
484,0.017951162507219055
485,0.01801654492129244
486,0.017853184212500095
487,0.017894532951775084
488,0.017537581037380234
489,0.018095389337118874
490,0.018655531479987175
491,0.01921590814828886
492,0.01908481709752424
493,0.018775870973624625
494,0.018642684589354096
495,0.01867251818156174
496,0.018886135580533356
497,0.01911518076013802
498,0.019595488870270693
499,0.020076738595767307
500,0.02036827464463488
501,0.020883611660267826
502,0.021360610169470686
503,0.02136731154768057
504,0.020720177334289883
505,0.019437779260289407
506,0.01820624349385653
507,0.017268942220111078
508,0.01699576751606882
509,0.01887456393244784
510,0.017589193655522885
511,0.016076477393623327
512,0.012614130467187986
513,0.012337868938273976
514,0.015862715842584953
515,0.01959734752949981
516,0.023239200607086497
517,0.023250512253774676
518,0.022839413160361487
519,0.02237414889090183
520,0.021863922120826395
521,0.022066115257778178
522,0.022136271905099255
523,0.021636088556332214
524,0.021512357610105892
525,0.021761293270151884
526,0.022640868637475924
527,0.02283893152904065
528,0.02183519783374534
529,0.02064863529930803
530,0.019981652961306814
531,0.019619848925308717
532,0.020092606658991426
533,0.019745598803312624
534,0.020183903232281825
535,0.020107311068874693
536,0.02033426181607997
537,0.019894094862960076
538,0.019448413761325473
539,0.018397617664707485
540,0.0180552700677327
541,0.01807711453629772
542,0.018933370746184734
543,0.019829548131859477
544,0.020214795223158954
545,0.01971182761256994
546,0.01911090684884531
547,0.01852145656305123
548,0.018588603371031794
549,0.018421509694112853
550,0.01825179768467368
551,0.017869476565675294
552,0.01788200113149411
553,0.017899112881186056
554,0.01809349915151233
555,0.01732436410914471
556,0.016432694767626543
557,0.01570889196143162
558,0.016398378385947973
559,0.016537342397013863
560,0.01650450938893382
561,0.015963712097473638
562,0.01579825986838037
563,0.015663466461134676
564,0.015385947758139245
565,0.015540634687769487
566,0.015862840436351708
567,0.016155303641128903
568,0.016323539366154754
569,0.01618367681255333
570,0.015675560011264363
571,0.015355238046988979
572,0.015185355007297719
573,0.015524498031634517
574,0.016538820215530867
575,0.017570680852373215
576,0.018487934230912002
577,0.01850712025761225
578,0.018705896923504346
579,0.01922546632377723
580,0.019593319399572748
581,0.02050737794041484
582,0.019996561312793155
583,0.01962484474851148
584,0.01903681616327049
585,0.019862827122800956
586,0.020507040004505043
587,0.020976832355833575
588,0.021137228381390812
589,0.02162636370136977
590,0.02175867011112497
591,0.021834132430366155
592,0.021830770093884438
593,0.021958262798510108
594,0.022140249077394425
595,0.02237520864674099
596,0.02253802492832425
597,0.022753305104241624
598,0.022854434166219923
599,0.021760433930104905
600,0.020801900968541884
601,0.01984926153273468
602,0.019842344336282423
603,0.019465412638338748
604,0.019234455935578633
605,0.01938791074096948
606,0.01940467262122363
607,0.019282347364106136
608,0.018944664381071973
609,0.017734489542712093
610,0.0175573136337311
611,0.017434513527956635
612,0.017865700971870534
613,0.01743159807521308
614,0.016992685985193077
615,0.01715120339688533
616,0.017369890966218444
617,0.01741842585835023
618,0.01763939777679164
619,0.01750761473631014
620,0.017720946410382413
621,0.017700863201033933
622,0.01782493938842746
623,0.017138711374359048
624,0.015951949594930858
625,0.014879161554328005
626,0.014434326409396108
627,0.01429845264266394
628,0.014187199631363471
629,0.014076282159933026
630,0.014668876968557865
631,0.01525760667236528
632,0.016399120754048983
633,0.01800254854182257
634,0.01952379359135893
635,0.020286508173585623
636,0.020184711786669928
637,0.020035032961493705
638,0.01936040450260135
639,0.01813000653911532
640,0.017465136723121985
641,0.017658355266052146
642,0.018292550145588476
643,0.018443973129112837
644,0.018223149939884217
645,0.018285417261381436
646,0.018072402808058306
647,0.01754444354164915
648,0.01752577394722537
649,0.017144007709050054
650,0.016798143823030565
651,0.01575530514311621
652,0.016187031845954703
653,0.01711597949221738
654,0.01804293803124558
655,0.018018274165466128
656,0.018196932269106215
657,0.018568869756181737
658,0.01905629199795052
659,0.019514794232161233
660,0.019799129074090437
661,0.019848146169329867
662,0.01957450384353942
663,0.019151279785726904
664,0.018729026380244963
665,0.018451655070146594
666,0.018306518275689528
667,0.01829950241549912
668,0.018289212441752828
669,0.01828042283580307
670,0.018536678855777856
671,0.018662106941915692
672,0.01879479177819708
673,0.018587807816096973
674,0.018513307385848915
675,0.018434958977946763
676,0.018411827097002766
677,0.01854664467913113
678,0.018735643136397893
679,0.019127313993675656
680,0.01914807948183828
681,0.019168540271808202
682,0.02025596652283514
683,0.018404429254120922
684,0.01711920215663506
685,0.016091064080515038
686,0.019533735621633946
687,0.02283720908760556
688,0.023867048606511298
689,0.021848860964060836
690,0.019452208179431628
691,0.019508042159982104
