"provider_id","sku","product_description","product_recurrence","start_date","valid_until","user_cancellation_date","trial_period","receipt","currency","fatal_renewal_error","grant_bundle","portal_url"
"google","com.fitbit.external.prod.monthly.premium","External Eos Monthly SKU","monthly","2022-02-26T19:12:44Z","2022-05-27T19:12:40Z","2022-05-26T23:43:22Z","false","ddldofkgmaeedapgfkgakgkb.AO-J1Ox0iz6iHrXt2Td7snbgevYg2C_DHJIo8UFCEKbdPq-LZDZeu5ro-PlPnu58MO-JGhqwi9hg8iNRHII1daoS5kr-QsS271UvsYw-DqdsBBsWmqQmQ2o",,"false","eos",
