timestamp,heart_rate
2022-03-29 06:40:00,50
2022-03-29 06:41:00,53
2022-03-29 06:42:00,54
2022-03-29 06:43:00,52
2022-03-29 06:47:00,53
2022-03-29 06:48:00,51
2022-03-29 06:49:00,52
2022-03-29 06:50:00,56
2022-03-29 06:51:00,57
2022-03-29 06:52:00,53
2022-03-29 06:54:00,52
2022-03-29 07:01:00,51
2022-03-29 07:03:00,50
2022-03-29 07:04:00,52
2022-03-29 07:05:00,51
2022-03-29 07:08:00,52
2022-03-29 07:09:00,51
2022-03-29 07:11:00,55
2022-03-29 07:12:00,57
2022-03-29 07:13:00,54
2022-03-29 07:14:00,66
2022-03-29 07:15:00,67
2022-03-29 07:16:00,65
2022-03-29 07:17:00,62
2022-03-29 07:18:00,60
2022-03-29 07:19:00,61
2022-03-29 07:20:00,59
2022-03-29 07:21:00,60
2022-03-29 07:22:00,61
2022-03-29 07:23:00,60
2022-03-29 07:24:00,59
2022-03-29 07:26:00,60
2022-03-29 07:28:00,58
2022-03-29 07:29:00,61
2022-03-29 07:32:00,62
2022-03-29 07:33:00,61
2022-03-29 07:35:00,63
2022-03-29 15:27:00,86
2022-03-29 15:29:00,79
2022-03-29 15:30:00,78
2022-03-29 15:31:00,73
2022-03-29 15:32:00,72
2022-03-29 15:34:00,73
2022-03-29 15:35:00,84
2022-03-29 15:36:00,81
2022-03-29 15:37:00,79
2022-03-29 15:38:00,83
2022-03-29 15:40:00,99
2022-03-29 15:41:00,93
2022-03-29 15:42:00,98
2022-03-29 15:43:00,92
2022-03-29 15:44:00,86
2022-03-29 15:45:00,84
2022-03-29 15:46:00,82
2022-03-29 15:47:00,83
2022-03-29 15:48:00,82
2022-03-29 15:51:00,86
2022-03-29 15:52:00,95
2022-03-29 15:53:00,87
2022-03-29 15:54:00,84
2022-03-29 15:55:00,83
2022-03-29 15:56:00,84
2022-03-29 15:57:00,83
2022-03-29 15:58:00,94
2022-03-29 15:59:00,90
2022-03-29 16:00:00,84
2022-03-29 16:01:00,82
2022-03-29 16:02:00,90
2022-03-29 16:04:00,93
2022-03-29 16:05:00,95
2022-03-29 16:06:00,98
2022-03-29 16:08:00,104
2022-03-29 16:10:00,97
2022-03-29 16:11:00,90
2022-03-29 16:12:00,86
2022-03-29 16:13:00,85
2022-03-29 16:14:00,84
2022-03-29 16:16:00,87
2022-03-29 16:19:00,97
2022-03-29 16:20:00,98
2022-03-29 16:21:00,95
2022-03-29 16:23:00,90
2022-03-29 16:25:00,94
2022-03-29 16:26:00,103
2022-03-29 16:27:00,106
2022-03-29 16:28:00,100
2022-03-29 16:29:00,98
2022-03-29 16:30:00,105
2022-03-29 16:31:00,101
2022-03-29 16:32:00,95
2022-03-29 16:34:00,96
2022-03-29 16:35:00,94
2022-03-29 16:36:00,96
2022-03-29 16:37:00,87
2022-03-29 16:38:00,87
2022-03-29 16:39:00,92
2022-03-29 16:40:00,91
2022-03-29 16:41:00,89
2022-03-29 16:42:00,87
2022-03-29 16:43:00,91
2022-03-29 16:44:00,93
2022-03-29 16:46:00,105
2022-03-29 16:47:00,105
2022-03-29 16:48:00,91
2022-03-29 16:49:00,85
2022-03-29 16:50:00,84
2022-03-29 16:51:00,85
2022-03-29 16:52:00,79
2022-03-29 16:53:00,80
2022-03-29 16:54:00,83
2022-03-29 16:56:00,81
2022-03-29 16:57:00,82
2022-03-29 16:58:00,85
2022-03-29 16:59:00,91
2022-03-29 17:00:00,93
2022-03-29 17:01:00,94
2022-03-29 17:02:00,108
2022-03-29 17:03:00,105
2022-03-29 17:04:00,98
2022-03-29 17:05:00,90
2022-03-29 17:06:00,94
2022-03-29 17:07:00,93
2022-03-29 17:08:00,91
2022-03-29 17:09:00,89
2022-03-29 17:11:00,98
2022-03-29 17:12:00,108
2022-03-29 17:13:00,95
2022-03-29 17:14:00,90
2022-03-29 17:15:00,81
2022-03-29 17:16:00,96
2022-03-29 17:17:00,89
2022-03-29 17:18:00,82
2022-03-29 17:19:00,78
2022-03-29 17:20:00,76
2022-03-29 17:22:00,75
2022-03-29 17:23:00,77
2022-03-29 17:25:00,79
2022-03-29 17:26:00,87
2022-03-29 17:27:00,107
2022-03-29 17:28:00,109
2022-03-29 17:29:00,110
2022-03-29 17:30:00,117
2022-03-29 17:32:00,118
2022-03-29 17:34:00,116
2022-03-29 17:35:00,108
2022-03-29 17:36:00,105
2022-03-29 17:37:00,101
2022-03-29 17:39:00,103
2022-03-29 17:40:00,106
2022-03-29 17:43:00,109
2022-03-29 17:44:00,127
2022-03-29 17:45:00,131
2022-03-29 17:46:00,118
2022-03-29 17:47:00,119
2022-03-29 17:48:00,106
2022-03-29 17:50:00,102
2022-03-29 17:51:00,87
2022-03-29 17:53:00,83
2022-03-29 17:54:00,99
2022-03-29 17:55:00,90
2022-03-29 17:56:00,84
2022-03-29 17:57:00,88
2022-03-29 17:58:00,85
2022-03-29 17:59:00,91
2022-03-29 18:00:00,92
2022-03-29 12:15:00,88
2022-03-29 12:16:00,81
2022-03-29 12:17:00,75
2022-03-29 12:18:00,76
2022-03-29 12:19:00,77
2022-03-29 12:24:00,75
2022-03-29 12:25:00,76
2022-03-29 12:26:00,75
2022-03-29 12:27:00,74
2022-03-29 12:29:00,72
2022-03-29 12:30:00,73
2022-03-29 12:31:00,74
2022-03-29 12:33:00,73
2022-03-29 12:34:00,73
2022-03-29 12:36:00,74
2022-03-29 12:37:00,79
2022-03-29 12:39:00,90
2022-03-29 12:40:00,97
2022-03-29 12:41:00,100
2022-03-29 12:42:00,98
2022-03-29 12:43:00,102
2022-03-29 12:44:00,94
2022-03-29 12:45:00,83
2022-03-29 12:46:00,77
2022-03-29 12:47:00,75
2022-03-29 12:48:00,68
2022-03-29 12:50:00,71
2022-03-29 12:51:00,78
2022-03-29 12:52:00,81
2022-03-29 12:53:00,78
2022-03-29 12:54:00,81
2022-03-29 12:55:00,88
2022-03-29 12:56:00,93
2022-03-29 12:57:00,100
2022-03-29 12:58:00,98
2022-03-29 12:59:00,88
2022-03-29 13:00:00,98
2022-03-29 13:01:00,109
2022-03-29 13:03:00,101
2022-03-29 13:04:00,107
2022-03-29 13:05:00,92
2022-03-29 13:06:00,99
2022-03-29 13:07:00,102
2022-03-29 13:08:00,100
2022-03-29 13:09:00,103
2022-03-29 13:10:00,89
2022-03-29 13:11:00,84
2022-03-29 13:12:00,86
2022-03-29 13:13:00,83
2022-03-29 13:14:00,81
2022-03-29 13:15:00,83
2022-03-29 13:16:00,80
2022-03-29 13:17:00,78
2022-03-29 13:20:00,77
2022-03-29 13:21:00,87
2022-03-29 13:22:00,83
2022-03-29 13:23:00,84
2022-03-29 13:26:00,86
2022-03-29 13:27:00,85
2022-03-29 13:29:00,84
2022-03-29 13:30:00,83
2022-03-29 13:31:00,80
2022-03-29 13:32:00,81
2022-03-29 13:33:00,84
2022-03-29 13:34:00,81
2022-03-29 13:36:00,82
2022-03-29 13:39:00,81
2022-03-29 13:44:00,85
2022-03-29 13:45:00,101
2022-03-29 13:46:00,108
2022-03-29 13:47:00,104
2022-03-29 13:48:00,99
2022-03-29 13:50:00,90
2022-03-29 13:51:00,85
2022-03-29 13:52:00,84
2022-03-29 13:53:00,82
2022-03-29 13:54:00,88
2022-03-29 13:55:00,89
2022-03-29 13:56:00,90
2022-03-29 13:57:00,91
2022-03-29 13:58:00,97
2022-03-29 13:59:00,100
2022-03-29 14:00:00,88
2022-03-29 14:02:00,81
2022-03-29 14:03:00,91
2022-03-29 14:04:00,97
2022-03-29 14:05:00,100
2022-03-29 14:06:00,91
2022-03-29 14:07:00,84
2022-03-29 14:08:00,81
2022-03-29 14:09:00,80
2022-03-29 14:11:00,86
2022-03-29 14:13:00,97
2022-03-29 14:14:00,101
2022-03-29 14:15:00,103
2022-03-29 14:16:00,87
2022-03-29 14:17:00,82
2022-03-29 14:18:00,88
2022-03-29 14:19:00,81
2022-03-29 14:20:00,79
2022-03-29 14:21:00,88
2022-03-29 14:22:00,81
2022-03-29 14:23:00,83
2022-03-29 14:26:00,84
2022-03-29 14:27:00,76
2022-03-29 14:28:00,75
2022-03-29 14:29:00,78
2022-03-29 14:30:00,74
2022-03-29 14:31:00,71
2022-03-29 14:33:00,72
2022-03-29 14:34:00,70
2022-03-29 14:36:00,74
2022-03-29 14:37:00,75
2022-03-29 14:38:00,76
2022-03-29 14:39:00,74
2022-03-29 14:40:00,72
2022-03-29 14:41:00,71
2022-03-29 14:42:00,70
2022-03-29 14:43:00,75
2022-03-29 14:44:00,76
2022-03-29 14:45:00,74
2022-03-29 14:46:00,72
2022-03-29 14:47:00,73
2022-03-29 14:48:00,72
2022-03-29 14:49:00,74
2022-03-29 14:50:00,73
2022-03-29 14:51:00,72
2022-03-29 14:52:00,74
2022-03-29 14:54:00,73
2022-03-29 14:56:00,77
2022-03-29 14:57:00,82
2022-03-29 14:58:00,84
2022-03-29 15:00:00,94
2022-03-29 15:02:00,96
2022-03-29 15:03:00,102
2022-03-29 15:04:00,92
2022-03-29 15:05:00,85
2022-03-29 15:06:00,88
2022-03-29 15:07:00,82
2022-03-29 15:09:00,87
2022-03-29 15:10:00,97
2022-03-29 15:11:00,91
2022-03-29 15:12:00,88
2022-03-29 15:13:00,82
2022-03-29 15:14:00,78
2022-03-29 15:15:00,75
2022-03-29 15:16:00,72
2022-03-29 15:17:00,71
2022-03-29 15:18:00,74
2022-03-29 15:19:00,77
2022-03-29 15:20:00,73
2022-03-29 15:21:00,80
2022-03-29 15:22:00,78
2022-03-29 15:24:00,79
2022-03-29 18:23:00,109
2022-03-29 18:24:00,108
2022-03-29 18:25:00,98
2022-03-29 18:26:00,96
2022-03-29 18:27:00,92
2022-03-29 18:28:00,80
2022-03-29 18:29:00,72
2022-03-29 18:30:00,70
2022-03-29 18:31:00,71
2022-03-29 18:32:00,75
2022-03-29 18:34:00,72
2022-03-29 18:35:00,71
2022-03-29 18:36:00,73
2022-03-29 18:37:00,72
2022-03-29 18:38:00,71
2022-03-29 18:39:00,70
2022-03-29 18:40:00,72
2022-03-29 18:41:00,73
2022-03-29 18:42:00,70
2022-03-29 18:43:00,72
2022-03-29 18:45:00,70
2022-03-29 18:46:00,68
2022-03-29 18:47:00,69
2022-03-29 18:48:00,70
2022-03-29 18:49:00,68
2022-03-29 18:50:00,69
2022-03-29 18:51:00,68
2022-03-29 18:52:00,65
2022-03-29 18:53:00,69
2022-03-29 18:54:00,67
2022-03-29 18:55:00,68
2022-03-29 18:56:00,65
2022-03-29 18:57:00,66
2022-03-29 18:58:00,70
2022-03-29 18:59:00,69
2022-03-29 19:00:00,68
2022-03-29 19:01:00,69
2022-03-29 19:04:00,85
2022-03-29 19:06:00,83
2022-03-29 19:07:00,77
2022-03-29 19:08:00,69
2022-03-29 19:09:00,76
2022-03-29 19:11:00,81
2022-03-29 19:12:00,77
2022-03-29 15:25:00,81
2022-03-29 15:26:00,83
2022-03-29 08:19:00,88
2022-03-29 08:20:00,97
2022-03-29 08:22:00,98
2022-03-29 08:23:00,102
2022-03-29 08:24:00,100
2022-03-29 08:27:00,102
2022-03-29 08:28:00,89
2022-03-29 08:29:00,111
2022-03-29 08:30:00,110
2022-03-29 08:31:00,93
2022-03-29 08:32:00,77
2022-03-29 08:34:00,79
2022-03-29 08:35:00,75
2022-03-29 08:36:00,72
2022-03-29 08:37:00,67
2022-03-29 08:38:00,65
2022-03-29 08:39:00,68
2022-03-29 08:40:00,75
2022-03-29 08:41:00,69
2022-03-29 08:44:00,68
2022-03-29 08:45:00,65
2022-03-29 08:46:00,66
2022-03-29 08:48:00,67
2022-03-29 08:49:00,66
2022-03-29 08:50:00,65
2022-03-29 08:51:00,67
2022-03-29 08:52:00,69
2022-03-29 08:53:00,72
2022-03-29 08:54:00,93
2022-03-29 08:55:00,102
2022-03-29 08:56:00,104
2022-03-29 08:57:00,103
2022-03-29 08:58:00,101
2022-03-29 08:59:00,95
2022-03-29 09:00:00,82
2022-03-29 09:01:00,89
2022-03-29 09:02:00,79
2022-03-29 09:03:00,96
2022-03-29 09:04:00,108
2022-03-29 09:05:00,105
2022-03-29 09:06:00,102
2022-03-29 09:07:00,86
2022-03-29 09:08:00,78
2022-03-29 09:09:00,82
2022-03-29 09:10:00,79
2022-03-29 09:11:00,75
2022-03-29 09:12:00,72
2022-03-29 09:13:00,71
2022-03-29 09:14:00,72
2022-03-29 09:15:00,75
2022-03-29 09:16:00,90
2022-03-29 09:17:00,92
2022-03-29 09:18:00,89
2022-03-29 09:19:00,88
2022-03-29 09:20:00,89
2022-03-29 09:21:00,90
2022-03-29 09:22:00,88
2022-03-29 09:23:00,103
2022-03-29 09:24:00,118
2022-03-29 09:25:00,117
2022-03-29 09:26:00,122
2022-03-29 09:27:00,119
2022-03-29 20:05:00,66
2022-03-29 20:08:00,64
2022-03-29 20:09:00,65
2022-03-29 20:10:00,63
2022-03-29 20:11:00,64
2022-03-29 20:13:00,62
2022-03-29 20:14:00,64
2022-03-29 20:15:00,62
2022-03-29 20:16:00,63
2022-03-29 20:17:00,68
2022-03-29 20:18:00,81
2022-03-29 20:19:00,71
2022-03-29 20:20:00,71
2022-03-29 20:22:00,81
2022-03-29 20:23:00,82
2022-03-29 20:24:00,69
2022-03-29 20:25:00,65
2022-03-29 20:26:00,67
2022-03-29 20:27:00,69
2022-03-29 20:28:00,67
2022-03-29 20:29:00,62
2022-03-29 20:30:00,66
2022-03-29 20:31:00,67
2022-03-29 20:32:00,62
2022-03-29 20:33:00,66
2022-03-29 20:34:00,65
2022-03-29 20:37:00,64
2022-03-29 20:38:00,60
2022-03-29 20:39:00,62
2022-03-29 20:40:00,66
2022-03-29 20:41:00,65
2022-03-29 20:43:00,66
2022-03-29 20:44:00,64
2022-03-29 20:45:00,63
2022-03-29 20:46:00,61
2022-03-29 20:48:00,65
2022-03-29 20:49:00,64
2022-03-29 20:50:00,63
2022-03-29 20:51:00,61
2022-03-29 20:53:00,70
2022-03-29 20:54:00,69
2022-03-29 20:55:00,61
2022-03-29 20:56:00,59
2022-03-29 18:01:00,89
2022-03-29 18:03:00,91
2022-03-29 18:05:00,94
2022-03-29 18:06:00,91
2022-03-29 18:07:00,92
2022-03-29 18:08:00,88
2022-03-29 18:09:00,87
2022-03-29 18:10:00,86
2022-03-29 18:13:00,88
2022-03-29 18:14:00,89
2022-03-29 18:16:00,91
2022-03-29 18:17:00,108
2022-03-29 18:18:00,107
2022-03-29 18:19:00,119
2022-03-29 18:20:00,115
2022-03-29 18:21:00,116
2022-03-29 18:22:00,113
2022-03-29 07:36:00,62
2022-03-29 07:37:00,63
2022-03-29 07:38:00,60
2022-03-29 07:40:00,65
2022-03-29 07:41:00,70
2022-03-29 07:42:00,72
2022-03-29 07:43:00,68
2022-03-29 07:44:00,67
2022-03-29 07:45:00,68
2022-03-29 07:47:00,64
2022-03-29 07:48:00,62
2022-03-29 07:49:00,60
2022-03-29 07:50:00,61
2022-03-29 07:51:00,60
2022-03-29 07:52:00,64
2022-03-29 07:53:00,63
2022-03-29 07:54:00,62
2022-03-29 07:55:00,63
2022-03-29 07:56:00,71
2022-03-29 07:57:00,75
2022-03-29 07:58:00,73
2022-03-29 07:59:00,72
2022-03-29 08:00:00,74
2022-03-29 20:59:00,58
2022-03-29 21:00:00,60
2022-03-29 21:01:00,61
2022-03-29 21:02:00,60
2022-03-29 21:03:00,70
2022-03-29 21:04:00,82
2022-03-29 21:05:00,84
2022-03-29 21:06:00,81
2022-03-29 21:07:00,83
2022-03-29 21:08:00,72
2022-03-29 21:09:00,64
2022-03-29 21:10:00,65
2022-03-29 21:12:00,63
2022-03-29 21:13:00,61
2022-03-29 21:14:00,58
2022-03-29 21:15:00,61
2022-03-29 21:16:00,62
2022-03-29 21:17:00,63
2022-03-29 21:18:00,61
2022-03-29 21:20:00,60
2022-03-29 21:21:00,62
2022-03-29 21:22:00,61
2022-03-29 21:26:00,66
2022-03-29 21:27:00,60
2022-03-29 21:28:00,59
2022-03-29 21:30:00,61
2022-03-29 21:31:00,59
2022-03-29 21:32:00,58
2022-03-29 21:33:00,57
