date_time,heart_zone_id,total_minutes
2022-03-05T19:38,FAT_BURN,1
2022-03-05T19:39,FAT_BURN,1
2022-03-06T15:16,FAT_BURN,1
2022-03-07T14:33,FAT_BURN,1
2022-03-07T14:34,FAT_BURN,1
2022-03-07T14:35,FAT_BURN,1
2022-03-07T14:36,FAT_BURN,1
2022-03-07T14:37,FAT_BURN,1
2022-03-07T14:38,FAT_BURN,1
2022-03-07T14:39,FAT_BURN,1
2022-03-07T14:40,FAT_BURN,1
2022-03-07T14:41,FAT_BURN,1
2022-03-07T14:42,FAT_BURN,1
2022-03-07T14:43,FAT_BURN,1
2022-03-07T14:44,FAT_BURN,1
2022-03-07T15:17,FAT_BURN,1
2022-03-08T08:01,FAT_BURN,1
2022-03-08T08:03,FAT_BURN,1
2022-03-08T08:04,FAT_BURN,1
2022-03-08T08:23,FAT_BURN,1
2022-03-08T08:24,FAT_BURN,1
2022-03-08T08:25,FAT_BURN,1
2022-03-08T08:26,FAT_BURN,1
2022-03-08T08:27,FAT_BURN,1
2022-03-08T09:32,FAT_BURN,1
2022-03-08T09:33,FAT_BURN,1
2022-03-08T09:55,FAT_BURN,1
2022-03-08T09:56,FAT_BURN,1
2022-03-08T09:57,FAT_BURN,1
2022-03-08T09:58,FAT_BURN,1
2022-03-08T10:02,FAT_BURN,1
2022-03-08T14:25,FAT_BURN,1
2022-03-08T14:26,FAT_BURN,1
2022-03-08T14:27,FAT_BURN,1
2022-03-08T14:28,FAT_BURN,1
2022-03-08T14:29,FAT_BURN,1
2022-03-08T14:30,FAT_BURN,1
2022-03-08T14:31,FAT_BURN,1
2022-03-08T14:33,FAT_BURN,1
2022-03-08T14:37,FAT_BURN,1
2022-03-08T15:13,FAT_BURN,1
2022-03-08T15:14,FAT_BURN,1
2022-03-08T15:16,FAT_BURN,1
2022-03-08T18:26,FAT_BURN,1
2022-03-08T18:27,CARDIO,2
2022-03-08T18:28,CARDIO,2
2022-03-08T18:29,CARDIO,2
2022-03-08T18:30,CARDIO,2
2022-03-08T18:31,CARDIO,2
2022-03-08T18:32,FAT_BURN,1
2022-03-08T18:33,CARDIO,2
2022-03-08T18:34,CARDIO,2
2022-03-08T18:35,CARDIO,2
2022-03-08T18:36,CARDIO,2
2022-03-08T18:37,CARDIO,2
2022-03-08T18:38,CARDIO,2
2022-03-08T18:39,CARDIO,2
2022-03-08T18:40,FAT_BURN,1
2022-03-08T18:41,FAT_BURN,1
2022-03-08T18:42,FAT_BURN,1
2022-03-08T18:43,FAT_BURN,1
2022-03-08T18:44,CARDIO,2
2022-03-08T18:45,CARDIO,2
2022-03-08T18:46,FAT_BURN,1
2022-03-08T19:51,FAT_BURN,1
2022-03-08T19:52,FAT_BURN,1
2022-03-09T10:01,FAT_BURN,1
2022-03-09T10:02,FAT_BURN,1
2022-03-09T10:06,FAT_BURN,1
2022-03-09T10:07,FAT_BURN,1
2022-03-09T10:08,FAT_BURN,1
2022-03-09T10:09,FAT_BURN,1
2022-03-09T10:10,FAT_BURN,1
2022-03-09T10:41,FAT_BURN,1
2022-03-09T11:22,FAT_BURN,1
2022-03-09T11:23,FAT_BURN,1
2022-03-09T11:24,FAT_BURN,1
2022-03-09T11:25,FAT_BURN,1
2022-03-09T11:26,FAT_BURN,1
2022-03-09T11:27,FAT_BURN,1
2022-03-09T11:28,FAT_BURN,1
2022-03-09T11:38,FAT_BURN,1
2022-03-09T13:24,FAT_BURN,1
2022-03-09T16:32,FAT_BURN,1
2022-03-10T08:07,FAT_BURN,1
2022-03-10T08:24,FAT_BURN,1
2022-03-10T08:25,FAT_BURN,1
2022-03-10T08:26,FAT_BURN,1
2022-03-10T08:27,FAT_BURN,1
2022-03-10T08:56,FAT_BURN,1
2022-03-10T08:57,FAT_BURN,1
