timestamp,Infrared to Red Signal Ratio
03/13/22 02:21:32,3
03/13/22 02:22:32,8
03/13/22 02:23:32,17
03/13/22 02:24:32,13
03/13/22 02:25:32,1
03/13/22 02:26:32,-9
03/13/22 02:27:32,-4
03/13/22 02:28:33,-63
03/13/22 02:29:33,1
03/13/22 02:30:33,-6
03/13/22 02:31:32,-8
03/13/22 02:32:33,0
03/13/22 02:33:33,-14
03/13/22 02:34:33,31
03/13/22 02:35:33,-7
03/13/22 02:36:33,29
03/13/22 02:37:33,29
03/13/22 02:38:33,-14
03/13/22 02:39:34,-59
03/13/22 02:40:34,-7
03/13/22 02:41:34,0
03/13/22 02:42:34,-25
03/13/22 02:43:34,0
03/13/22 02:44:34,-7
03/13/22 02:45:34,-40
03/13/22 02:46:36,-13
03/13/22 02:47:36,-45
03/13/22 02:48:36,0
03/13/22 02:49:36,0
03/13/22 02:50:37,1
03/13/22 02:51:37,-2
03/13/22 02:52:37,-4
03/13/22 02:53:37,-55
03/13/22 02:54:37,-2
03/13/22 02:55:37,17
03/13/22 02:56:38,16
03/13/22 02:57:38,0
03/13/22 02:58:38,6
03/13/22 02:59:38,0
03/13/22 03:00:38,1
03/13/22 03:01:39,-2
03/13/22 03:02:39,0
03/13/22 03:03:39,4
03/13/22 03:04:39,5
03/13/22 03:05:39,0
03/13/22 03:06:39,1
03/13/22 03:07:39,-33
03/13/22 03:08:40,-14
03/13/22 03:09:40,0
03/13/22 03:10:40,-56
03/13/22 03:11:40,25
03/13/22 03:12:40,-1
03/13/22 03:13:40,13
03/13/22 03:14:41,0
03/13/22 03:15:41,0
03/13/22 03:16:41,18
03/13/22 03:17:41,0
03/13/22 03:18:41,20
03/13/22 03:19:41,25
03/13/22 03:20:41,1
03/13/22 03:21:41,-4
03/13/22 03:22:41,0
03/13/22 03:23:42,-2
03/13/22 03:24:42,0
03/13/22 03:25:42,-2
03/13/22 03:26:42,-18
03/13/22 03:27:42,-2
03/13/22 03:28:42,0
03/13/22 03:29:42,25
03/13/22 03:30:43,-19
03/13/22 03:31:43,-20
03/13/22 03:32:43,15
03/13/22 03:33:43,-1
03/13/22 03:34:43,-4
03/13/22 03:35:43,-7
03/13/22 03:36:44,-1
03/13/22 03:37:44,4
03/13/22 03:38:44,4
03/13/22 03:39:44,0
03/13/22 03:40:44,-7
03/13/22 03:41:44,-26
03/13/22 03:42:44,-14
03/13/22 03:43:45,0
03/13/22 03:44:45,0
03/13/22 03:45:45,57
03/13/22 03:46:45,0
03/13/22 03:47:45,-14
03/13/22 03:48:45,48
03/13/22 03:49:45,0
03/13/22 03:50:46,0
03/13/22 03:51:46,-12
03/13/22 03:52:46,15
03/13/22 03:53:46,16
03/13/22 03:54:46,0
03/13/22 03:55:46,16
03/13/22 03:56:47,4
03/13/22 03:57:47,-7
03/13/22 03:58:47,0
03/13/22 03:59:47,0
03/13/22 04:00:47,-18
03/13/22 04:01:47,0
03/13/22 04:02:47,4
03/13/22 04:03:48,-1
03/13/22 04:04:48,13
03/13/22 04:05:48,-63
03/13/22 04:06:48,-1
03/13/22 04:07:48,15
03/13/22 04:08:49,43
03/13/22 04:09:49,44
03/13/22 04:10:49,2
03/13/22 04:11:49,4
03/13/22 04:12:49,0
03/13/22 04:13:49,7
03/13/22 04:14:49,0
03/13/22 04:15:50,-3
03/13/22 04:16:50,12
03/13/22 04:17:50,-15
03/13/22 04:18:50,0
03/13/22 04:19:50,3
03/13/22 04:20:50,-9
03/13/22 04:21:50,-2
03/13/22 04:22:51,4
03/13/22 04:23:51,-67
03/13/22 04:24:51,0
03/13/22 04:25:51,-4
03/13/22 04:26:51,23
03/13/22 04:27:51,7
03/13/22 04:28:52,0
03/13/22 04:29:52,0
03/13/22 04:30:52,0
03/13/22 04:31:52,0
03/13/22 04:32:52,0
03/13/22 04:33:52,-15
03/13/22 04:34:52,-1
03/13/22 04:35:53,0
03/13/22 04:36:53,-88
03/13/22 04:37:53,-26
03/13/22 04:38:53,0
03/13/22 04:39:53,41
03/13/22 04:40:53,-2
03/13/22 04:41:53,-26
03/13/22 04:42:54,-22
03/13/22 04:43:54,0
03/13/22 04:44:54,4
03/13/22 04:45:54,0
03/13/22 04:46:54,8
03/13/22 04:47:54,-1
03/13/22 04:48:55,-2
03/13/22 04:49:55,1
03/13/22 04:50:55,-5
03/13/22 04:51:55,2
03/13/22 04:52:55,-3
03/13/22 04:53:55,13
03/13/22 04:54:55,-16
03/13/22 04:55:56,19
03/13/22 04:56:56,-4
03/13/22 04:57:56,-2
03/13/22 04:58:56,10
03/13/22 04:59:56,0
03/13/22 05:00:56,-18
03/13/22 05:01:56,-2
03/13/22 05:02:57,-56
03/13/22 05:03:57,39
03/13/22 05:04:57,11
03/13/22 05:05:57,0
03/13/22 05:06:57,-43
03/13/22 05:07:57,-16
03/13/22 05:08:58,-2
03/13/22 05:09:58,-15
03/13/22 05:10:58,-43
03/13/22 05:11:58,-81
03/13/22 05:12:58,0
03/13/22 05:13:58,0
03/13/22 05:14:58,-2
03/13/22 05:15:58,0
03/13/22 05:16:58,-3
03/13/22 05:17:58,-4
03/13/22 05:18:58,-17
03/13/22 05:19:59,-4
03/13/22 05:20:59,-3
03/13/22 05:21:59,13
03/13/22 05:22:59,-15
03/13/22 05:23:59,0
03/13/22 05:24:59,-4
03/13/22 05:26:00,2
03/13/22 05:27:00,-7
03/13/22 05:28:00,-9
03/13/22 05:29:00,0
03/13/22 05:30:00,-3
03/13/22 05:31:00,1
03/13/22 05:32:00,8
03/13/22 05:33:00,3
03/13/22 05:34:01,0
03/13/22 05:35:01,0
03/13/22 05:36:01,-2
03/13/22 05:37:01,11
03/13/22 05:38:01,-26
03/13/22 05:39:01,-17
03/13/22 05:40:01,-4
03/13/22 05:41:02,0
03/13/22 05:42:02,-4
03/13/22 05:43:02,7
03/13/22 05:44:02,-30
03/13/22 05:45:02,-6
03/13/22 05:46:02,-17
03/13/22 05:47:02,-3
03/13/22 05:48:03,14
03/13/22 05:49:03,0
03/13/22 05:50:03,-8
03/13/22 05:51:03,31
03/13/22 05:52:03,-2
03/13/22 05:53:03,-2
03/13/22 05:54:04,0
03/13/22 05:55:04,-4
03/13/22 05:56:04,-1
03/13/22 05:57:04,3
03/13/22 05:58:04,-9
03/13/22 05:59:04,0
03/13/22 06:00:04,-34
03/13/22 06:01:05,1
03/13/22 06:02:05,0
03/13/22 06:03:05,-11
