timestamp,Infrared to Red Signal Ratio
03/06/22 01:27:31,-73
03/06/22 01:28:32,0
03/06/22 01:29:32,0
03/06/22 01:30:32,13
03/06/22 01:31:32,0
03/06/22 01:32:32,0
03/06/22 01:33:32,0
03/06/22 01:34:33,3
03/06/22 01:35:33,-1
03/06/22 01:36:33,-1
03/06/22 01:37:33,-1
03/06/22 01:38:33,4
03/06/22 01:39:33,0
03/06/22 01:40:34,0
03/06/22 01:41:34,-15
03/06/22 01:42:34,9
03/06/22 01:43:34,0
03/06/22 01:44:34,13
03/06/22 01:45:34,-5
03/06/22 01:46:34,19
03/06/22 01:47:35,0
03/06/22 01:48:35,-2
03/06/22 01:49:35,0
03/06/22 01:50:35,-30
03/06/22 01:51:35,-2
03/06/22 01:52:35,-8
03/06/22 01:53:36,23
03/06/22 01:54:36,1
03/06/22 01:55:36,4
03/06/22 01:56:36,19
03/06/22 01:57:36,0
03/06/22 01:58:36,-34
03/06/22 01:59:36,0
03/06/22 02:00:37,-16
03/06/22 02:01:37,4
03/06/22 02:02:37,-4
03/06/22 02:03:37,0
03/06/22 02:04:37,0
03/06/22 02:05:37,-32
03/06/22 02:06:37,2
03/06/22 02:07:37,-12
03/06/22 02:08:38,-6
03/06/22 02:09:38,7
03/06/22 02:10:38,2
03/06/22 02:11:38,0
03/06/22 02:12:38,-12
03/06/22 02:13:38,1
03/06/22 02:14:38,-26
03/06/22 02:15:39,16
03/06/22 02:16:39,-20
03/06/22 02:17:39,4
03/06/22 02:18:39,-2
03/06/22 02:19:39,0
03/06/22 02:20:39,0
03/06/22 02:21:39,0
03/06/22 02:22:39,3
03/06/22 02:23:39,9
03/06/22 02:24:40,5
03/06/22 02:25:40,-6
03/06/22 02:26:40,21
03/06/22 02:27:40,-4
03/06/22 02:28:40,14
03/06/22 02:29:40,0
03/06/22 02:30:40,-30
03/06/22 02:31:41,0
03/06/22 02:32:41,1
03/06/22 02:33:41,3
03/06/22 02:34:41,-5
03/06/22 02:35:41,-13
03/06/22 02:36:41,0
03/06/22 02:37:42,7
03/06/22 02:38:42,-13
03/06/22 02:39:42,0
03/06/22 02:40:42,-39
03/06/22 02:41:42,0
03/06/22 02:42:42,-1
03/06/22 02:43:43,-2
03/06/22 02:44:43,27
03/06/22 02:45:43,0
03/06/22 02:46:43,5
03/06/22 02:47:43,18
03/06/22 02:48:43,4
03/06/22 02:49:43,12
03/06/22 02:50:44,0
03/06/22 02:51:44,0
03/06/22 02:52:44,3
03/06/22 02:53:44,3
03/06/22 02:54:44,1
03/06/22 02:55:44,0
03/06/22 02:56:45,-13
03/06/22 02:57:45,2
03/06/22 02:58:45,9
03/06/22 02:59:45,33
03/06/22 03:00:45,9
03/06/22 03:01:45,2
03/06/22 03:02:46,8
03/06/22 03:03:46,3
03/06/22 03:04:46,-10
03/06/22 03:05:45,6
03/06/22 03:06:46,-8
03/06/22 03:07:46,25
03/06/22 03:08:46,4
03/06/22 03:09:46,-4
03/06/22 03:10:46,-4
03/06/22 03:11:46,1
03/06/22 03:12:46,0
03/06/22 03:13:47,0
03/06/22 03:14:47,0
03/06/22 03:15:47,3
03/06/22 03:16:47,13
03/06/22 03:17:47,8
03/06/22 03:18:47,-9
03/06/22 03:19:47,-21
03/06/22 03:20:48,2
03/06/22 03:21:48,-2
03/06/22 03:22:49,30
