timestamp,Infrared to Red Signal Ratio
04/02/22 00:00:41,0
04/02/22 00:01:42,-9
04/02/22 00:02:42,0
04/02/22 00:03:42,34
04/02/22 00:04:42,-4
04/02/22 00:05:42,11
04/02/22 00:06:42,4
04/02/22 00:07:42,0
04/02/22 00:08:43,4
04/02/22 00:09:43,0
04/02/22 00:10:43,0
04/02/22 00:11:43,3
04/02/22 00:12:45,6
04/02/22 00:13:45,8
04/02/22 00:14:45,-25
04/02/22 00:15:45,0
04/02/22 00:16:45,-12
04/02/22 00:17:45,4
04/02/22 00:18:46,0
04/02/22 00:19:46,-18
04/02/22 00:20:46,0
04/02/22 00:21:46,36
04/02/22 00:22:46,15
04/02/22 00:23:46,0
04/02/22 00:24:46,6
04/02/22 00:25:47,-8
04/02/22 00:26:47,-4
04/02/22 00:27:49,0
04/02/22 00:28:49,-18
04/02/22 00:29:50,-1
04/02/22 00:30:50,-17
04/02/22 00:31:50,-6
04/02/22 00:32:50,0
04/02/22 00:33:50,-5
04/02/22 00:34:50,0
04/02/22 00:35:51,-3
04/02/22 00:36:51,-30
04/02/22 00:37:51,-29
04/02/22 00:38:51,0
04/02/22 00:39:51,-32
04/02/22 00:40:51,42
04/02/22 00:41:51,7
04/02/22 00:42:54,0
04/02/22 00:43:54,2
04/02/22 00:44:55,0
04/02/22 00:45:55,-6
04/02/22 00:46:55,39
04/02/22 00:47:55,5
04/02/22 00:48:55,21
04/02/22 00:49:55,17
04/02/22 00:50:55,-16
04/02/22 00:51:56,0
04/02/22 00:52:56,-5
04/02/22 00:53:56,-11
04/02/22 00:54:56,0
04/02/22 00:55:56,0
04/02/22 00:56:56,-24
04/02/22 00:57:58,-18
04/02/22 00:58:58,-21
04/02/22 00:59:58,33
04/02/22 01:00:59,0
04/02/22 01:01:59,0
04/02/22 01:02:59,-6
04/02/22 01:03:59,0
04/02/22 01:04:59,-2
04/02/22 01:05:59,7
04/02/22 01:06:59,0
04/02/22 01:08:00,3
04/02/22 01:09:00,7
