timestamp,Infrared to Red Signal Ratio
04/09/22 00:00:02,-7
04/09/22 00:01:06,-30
04/09/22 00:02:06,-50
04/09/22 00:03:06,-14
04/09/22 00:04:06,1
04/09/22 00:05:06,-14
04/09/22 00:06:06,-3
04/09/22 00:07:07,-21
04/09/22 00:08:07,-35
04/09/22 00:09:07,0
04/09/22 00:10:07,-1
04/09/22 00:11:07,-6
04/09/22 00:12:07,-15
04/09/22 00:13:07,0
04/09/22 00:14:08,-4
04/09/22 00:15:08,0
04/09/22 00:16:09,0
04/09/22 00:17:09,-1
04/09/22 00:18:09,-3
04/09/22 00:19:09,0
04/09/22 00:20:10,-2
04/09/22 00:21:10,8
04/09/22 00:22:10,0
04/09/22 00:23:10,-2
04/09/22 00:24:10,-6
04/09/22 00:25:10,-1
04/09/22 00:26:10,3
04/09/22 00:27:11,-13
04/09/22 00:28:11,-2
04/09/22 00:29:11,20
04/09/22 00:30:11,0
04/09/22 00:31:13,-7
04/09/22 00:32:13,4
04/09/22 00:33:13,7
04/09/22 00:34:13,1
04/09/22 00:35:13,2
04/09/22 00:36:14,8
04/09/22 00:37:14,-6
04/09/22 00:38:14,17
04/09/22 00:39:14,0
04/09/22 00:40:14,0
04/09/22 00:41:14,0
04/09/22 00:42:14,-24
04/09/22 00:43:15,0
04/09/22 00:44:15,13
04/09/22 00:45:15,-21
04/09/22 00:46:16,0
04/09/22 00:47:16,0
04/09/22 00:48:16,16
04/09/22 00:49:16,2
04/09/22 00:50:16,0
04/09/22 00:51:16,-13
04/09/22 00:52:17,-6
04/09/22 00:53:17,-29
04/09/22 00:54:17,0
04/09/22 00:55:17,40
04/09/22 00:56:17,9
04/09/22 00:57:17,0
04/09/22 00:58:18,-8
04/09/22 00:59:18,-3
04/09/22 01:00:18,-21
04/09/22 01:01:19,3
04/09/22 01:02:19,-4
04/09/22 01:03:20,0
04/09/22 01:04:20,-10
04/09/22 01:05:20,-17
04/09/22 01:06:20,21
04/09/22 01:07:20,-39
04/09/22 01:08:20,0
04/09/22 01:09:20,-26
04/09/22 01:10:21,0
04/09/22 01:11:21,25
04/09/22 01:12:21,-39
04/09/22 01:13:21,34
04/09/22 01:14:21,5
04/09/22 01:15:21,0
04/09/22 01:16:23,-1
04/09/22 01:17:23,-25
04/09/22 01:18:24,40
04/09/22 01:19:24,0
04/09/22 01:20:24,-2
04/09/22 01:21:24,4
04/09/22 01:22:24,-19
04/09/22 01:23:24,2
04/09/22 01:24:24,4
04/09/22 01:25:25,0
04/09/22 01:26:25,0
04/09/22 01:27:25,43
04/09/22 01:28:25,0
04/09/22 01:29:25,0
04/09/22 01:30:25,-42
04/09/22 01:31:27,0
04/09/22 01:32:27,10
04/09/22 01:33:27,10
04/09/22 01:34:28,18
04/09/22 01:35:28,-2
04/09/22 01:36:28,-13
04/09/22 01:37:28,0
04/09/22 01:38:28,22
04/09/22 01:39:28,-16
04/09/22 01:40:28,0
04/09/22 01:41:29,-4
04/09/22 01:42:29,-4
04/09/22 01:43:29,0
04/09/22 01:44:29,-17
04/09/22 01:45:29,-1
04/09/22 01:46:31,-2
04/09/22 01:47:31,9
04/09/22 01:48:31,0
04/09/22 01:49:31,0
04/09/22 01:50:32,0
04/09/22 01:51:32,-74
04/09/22 01:52:32,10
04/09/22 01:53:32,-6
04/09/22 01:54:32,-8
04/09/22 01:55:32,-38
04/09/22 01:56:32,73
04/09/22 01:57:33,-13
04/09/22 01:58:33,-77
04/09/22 01:59:33,10
04/09/22 02:00:33,25
04/09/22 02:01:35,-1
04/09/22 02:02:35,0
04/09/22 02:03:35,-11
04/09/22 02:04:36,-5
04/09/22 02:05:36,-5
04/09/22 02:06:36,13
04/09/22 02:07:36,0
04/09/22 02:08:36,26
04/09/22 02:09:36,0
04/09/22 02:10:36,-2
04/09/22 02:11:37,30
04/09/22 02:12:37,-23
04/09/22 02:13:37,23
04/09/22 02:14:37,0
04/09/22 02:15:37,56
04/09/22 02:16:39,16
04/09/22 02:17:40,-17
04/09/22 02:18:40,4
04/09/22 02:19:40,33
04/09/22 02:20:40,0
04/09/22 02:21:40,-1
04/09/22 02:22:40,-25
04/09/22 02:23:40,-4
04/09/22 02:24:41,0
04/09/22 02:25:41,-5
04/09/22 02:26:41,-9
04/09/22 02:27:41,-4
04/09/22 02:28:41,-23
04/09/22 02:29:41,2
04/09/22 02:30:41,-12
04/09/22 02:31:44,-35
04/09/22 02:32:44,-24
04/09/22 02:33:44,-11
04/09/22 02:34:44,4
04/09/22 02:35:45,-39
04/09/22 02:36:45,0
04/09/22 02:37:45,-3
04/09/22 02:38:45,-4
04/09/22 02:39:45,13
04/09/22 02:40:45,-1
04/09/22 02:41:46,-5
04/09/22 02:42:46,-13
04/09/22 02:43:46,-39
04/09/22 02:44:46,0
04/09/22 02:45:46,-9
04/09/22 02:46:48,-58
04/09/22 02:47:49,-13
04/09/22 02:48:49,-8
04/09/22 02:49:49,-6
04/09/22 02:50:49,-47
04/09/22 02:51:49,8
04/09/22 02:52:49,0
04/09/22 02:53:50,5
04/09/22 02:54:50,-4
04/09/22 02:55:50,-36
04/09/22 02:56:50,0
04/09/22 02:57:50,0
04/09/22 02:58:50,-17
04/09/22 02:59:50,4
04/09/22 03:00:51,0
04/09/22 03:01:53,0
04/09/22 03:02:53,0
04/09/22 03:03:53,-2
04/09/22 03:04:54,-39
04/09/22 03:05:54,0
04/09/22 03:06:54,-56
04/09/22 03:07:54,-30
04/09/22 03:08:54,19
04/09/22 03:09:54,15
04/09/22 03:10:54,6
04/09/22 03:11:55,-35
04/09/22 03:12:55,0
04/09/22 03:13:55,-5
04/09/22 03:14:55,20
04/09/22 03:15:55,-3
04/09/22 03:16:58,11
04/09/22 03:17:59,-13
04/09/22 03:18:59,-2
04/09/22 03:19:59,4
04/09/22 03:20:59,3
04/09/22 03:21:59,13
04/09/22 03:22:59,-28
04/09/22 03:23:59,-1
04/09/22 03:25:00,25
04/09/22 03:26:00,-38
04/09/22 03:27:00,-4
04/09/22 03:28:00,-6
04/09/22 03:29:02,-6
04/09/22 03:30:02,5
04/09/22 03:31:03,0
04/09/22 03:32:03,-7
04/09/22 03:33:03,4
04/09/22 03:34:03,0
04/09/22 03:35:04,0
04/09/22 03:36:04,0
04/09/22 03:37:04,0
04/09/22 03:38:04,0
04/09/22 03:39:04,0
04/09/22 03:40:04,0
04/09/22 03:41:04,4
04/09/22 03:42:05,0
04/09/22 03:43:05,0
04/09/22 03:44:05,2
04/09/22 03:45:05,0
04/09/22 03:46:05,-26
04/09/22 03:47:10,0
04/09/22 03:48:10,0
04/09/22 03:49:10,0
04/09/22 03:50:10,0
04/09/22 03:51:10,-19
04/09/22 03:52:10,-9
04/09/22 03:53:11,2
04/09/22 03:54:11,0
04/09/22 03:55:11,0
04/09/22 03:56:11,0
04/09/22 03:57:11,0
04/09/22 03:58:11,0
04/09/22 03:59:12,0
04/09/22 04:00:12,0
04/09/22 04:01:12,-1
04/09/22 04:02:15,0
04/09/22 04:03:16,-4
04/09/22 04:04:16,0
04/09/22 04:05:16,0
04/09/22 04:06:16,-2
04/09/22 04:07:16,2
04/09/22 04:08:16,0
04/09/22 04:09:16,0
04/09/22 04:10:17,83
04/09/22 04:11:17,5
04/09/22 04:12:17,-7
04/09/22 04:13:17,-18
04/09/22 04:14:17,0
04/09/22 04:15:17,-2
04/09/22 04:16:18,27
04/09/22 04:23:31,0
04/09/22 04:24:31,-17
04/09/22 04:25:31,4
04/09/22 04:26:31,-7
04/09/22 04:27:32,4
04/09/22 04:28:32,-15
04/09/22 04:29:32,7
04/09/22 04:30:32,11
04/09/22 04:31:32,0
04/09/22 04:32:34,19
04/09/22 04:33:34,0
04/09/22 04:34:34,13
04/09/22 04:35:34,0
04/09/22 04:36:35,-27
04/09/22 04:37:35,-8
04/09/22 04:38:35,11
04/09/22 04:39:35,0
04/09/22 04:40:35,2
04/09/22 04:41:35,17
04/09/22 04:42:36,-14
04/09/22 04:43:36,-34
04/09/22 04:44:36,-15
04/09/22 04:45:36,0
04/09/22 04:46:36,0
04/09/22 04:47:38,5
04/09/22 04:48:39,-4
04/09/22 04:49:39,-5
04/09/22 04:50:39,14
04/09/22 04:51:39,8
04/09/22 04:52:39,0
04/09/22 04:53:39,10
04/09/22 04:54:39,0
04/09/22 04:55:40,37
04/09/22 04:56:40,-26
04/09/22 04:57:40,-8
04/09/22 04:58:40,6
04/09/22 04:59:40,-1
04/09/22 05:00:40,0
04/09/22 05:01:40,0
04/09/22 05:02:43,0
04/09/22 05:03:43,4
04/09/22 05:04:44,33
04/09/22 05:05:44,13
04/09/22 05:06:44,0
04/09/22 05:07:44,10
04/09/22 05:08:44,21
04/09/22 05:09:44,13
04/09/22 05:10:44,-39
04/09/22 05:11:45,0
04/09/22 05:12:45,0
04/09/22 05:13:45,32
04/09/22 05:14:45,0
04/09/22 05:15:45,7
04/09/22 05:16:45,11
04/09/22 05:17:48,-17
04/09/22 05:18:48,-13
04/09/22 05:19:48,8
04/09/22 05:20:49,0
04/09/22 05:21:49,-4
04/09/22 05:22:49,-27
04/09/22 05:23:49,0
04/09/22 05:24:49,0
04/09/22 05:25:49,-17
04/09/22 05:26:50,0
04/09/22 05:27:50,0
04/09/22 05:28:50,0
04/09/22 05:29:50,0
04/09/22 05:30:50,0
04/09/22 05:31:50,11
04/09/22 05:32:51,0
04/09/22 05:33:51,0
04/09/22 05:34:51,0
04/09/22 06:05:31,-10
04/09/22 06:06:31,-3
04/09/22 06:07:31,-24
04/09/22 06:08:32,14
04/09/22 06:09:32,0
04/09/22 06:10:32,-1
04/09/22 06:11:32,0
04/09/22 06:12:32,-4
04/09/22 06:13:32,0
04/09/22 06:14:59,9
04/09/22 06:16:00,0
04/09/22 06:17:00,-2
04/09/22 06:18:03,15
04/09/22 06:19:03,-1
04/09/22 06:20:04,-1
04/09/22 06:21:04,3
04/09/22 06:22:04,8
04/09/22 06:23:04,3
04/09/22 06:24:04,-32
04/09/22 06:25:04,8
04/09/22 06:26:04,0
04/09/22 06:27:05,0
04/09/22 06:28:05,0
04/09/22 06:29:05,-64
04/09/22 06:30:05,-4
04/09/22 06:31:05,-3
04/09/22 06:32:05,-24
04/09/22 06:33:07,-1
04/09/22 06:34:07,-7
04/09/22 06:35:07,13
04/09/22 06:36:08,-8
04/09/22 06:37:08,8
04/09/22 06:38:08,-1
04/09/22 06:39:08,40
04/09/22 06:40:08,4
04/09/22 06:41:08,8
04/09/22 06:42:08,-4
04/09/22 06:43:09,14
04/09/22 06:44:09,2
04/09/22 06:45:09,16
04/09/22 06:46:09,-3
04/09/22 06:47:09,4
04/09/22 06:48:11,0
04/09/22 06:49:12,3
04/09/22 06:50:12,34
04/09/22 06:51:12,10
04/09/22 06:52:12,8
04/09/22 06:53:12,12
04/09/22 06:54:12,65
04/09/22 06:55:13,-2
04/09/22 06:56:13,9
04/09/22 06:57:13,0
04/09/22 06:58:13,-70
04/09/22 06:59:13,25
04/09/22 07:00:13,-20
04/09/22 07:01:13,0
04/09/22 07:02:14,0
04/09/22 07:03:17,-4
04/09/22 07:04:17,26
04/09/22 07:05:18,0
04/09/22 07:06:18,1
04/09/22 07:07:18,9
04/09/22 07:08:18,-2
04/09/22 07:09:18,0
04/09/22 07:10:18,-9
04/09/22 07:11:18,33
04/09/22 07:12:19,53
04/09/22 07:13:19,47
04/09/22 07:14:19,-37
04/09/22 07:15:19,-2
04/09/22 07:16:19,-15
04/09/22 07:17:19,-5
04/09/22 07:18:21,-17
04/09/22 07:19:21,3
04/09/22 07:20:21,13
04/09/22 07:21:21,44
04/09/22 07:22:22,13
04/09/22 07:23:22,0
04/09/22 07:24:22,-6
04/09/22 07:25:22,12
04/09/22 07:26:22,25
04/09/22 07:27:22,-2
04/09/22 07:28:22,0
04/09/22 07:29:23,0
04/09/22 07:30:23,-5
04/09/22 07:31:23,0
04/09/22 07:32:23,2
04/09/22 07:33:26,-2
04/09/22 07:34:26,-1
04/09/22 07:35:26,21
04/09/22 07:36:27,23
04/09/22 07:37:27,1
04/09/22 07:38:27,-2
04/09/22 07:39:27,1
04/09/22 07:40:27,0
04/09/22 07:41:27,4
04/09/22 07:42:27,2
04/09/22 07:43:28,-8
04/09/22 07:44:28,-19
04/09/22 07:45:28,-8
04/09/22 07:46:28,4
04/09/22 07:47:28,-26
04/09/22 07:48:31,-4
04/09/22 07:49:31,-21
04/09/22 07:50:31,-56
04/09/22 07:51:31,34
04/09/22 07:52:31,-4
04/09/22 07:53:31,19
04/09/22 07:54:31,0
04/09/22 07:55:32,30
04/09/22 07:56:32,35
04/09/22 07:57:32,0
04/09/22 07:58:32,0
04/09/22 07:59:32,0
04/09/22 08:00:32,6
04/09/22 08:01:32,-27
04/09/22 08:02:33,16
04/09/22 08:03:35,-3
04/09/22 08:04:35,-4
04/09/22 08:05:35,11
04/09/22 08:06:35,9
04/09/22 08:07:35,1
04/09/22 08:08:35,2
04/09/22 08:09:36,15
04/09/22 08:10:36,0
04/09/22 08:11:36,0
04/09/22 08:12:36,0
04/09/22 08:13:36,-3
04/09/22 08:14:36,0
04/09/22 08:15:36,42
04/09/22 08:16:37,0
04/09/22 08:17:37,0
04/09/22 08:18:41,4
04/09/22 08:19:41,0
04/09/22 08:20:41,6
04/09/22 08:21:41,-6
04/09/22 08:22:41,0
04/09/22 08:23:41,15
04/09/22 08:24:41,1
04/09/22 08:25:42,34
04/09/22 08:26:42,8
04/09/22 08:27:42,18
04/09/22 08:28:42,-1
04/09/22 08:29:42,3
04/09/22 08:30:42,26
04/09/22 08:31:42,30
04/09/22 08:32:43,59
04/09/22 08:33:44,0
04/09/22 08:34:44,0
04/09/22 08:35:44,21
04/09/22 08:36:44,0
04/09/22 08:37:44,13
04/09/22 08:38:45,0
04/09/22 08:39:45,17
04/09/22 08:40:45,-8
04/09/22 08:41:45,0
04/09/22 08:42:45,21
04/09/22 08:43:45,-9
04/09/22 08:44:45,4
04/09/22 08:45:46,26
04/09/22 08:46:46,0
04/09/22 08:47:46,0
04/09/22 08:48:47,-1
04/09/22 08:49:47,7
04/09/22 08:50:47,-31
04/09/22 08:51:47,-55
04/09/22 08:52:48,15
04/09/22 08:53:48,17
04/09/22 08:54:48,-1
04/09/22 08:55:48,0
04/09/22 08:56:48,18
04/09/22 08:57:48,-17
04/09/22 08:58:48,4
04/09/22 08:59:49,4
04/09/22 09:00:49,-35
04/09/22 09:01:49,3
04/09/22 09:02:49,41
04/09/22 09:03:50,23
04/09/22 09:04:50,-13
04/09/22 09:05:50,4
04/09/22 09:06:50,-20
04/09/22 09:07:50,3
04/09/22 09:08:51,-2
04/09/22 09:09:51,45
04/09/22 09:10:51,-11
04/09/22 09:11:51,1
04/09/22 09:12:51,0
04/09/22 09:13:51,-21
04/09/22 09:14:52,0
04/09/22 09:15:52,0
04/09/22 09:16:52,10
04/09/22 09:17:52,-16
04/09/22 09:18:55,-17
04/09/22 09:19:55,4
04/09/22 09:20:55,-6
04/09/22 09:21:55,-16
04/09/22 09:22:55,21
04/09/22 09:23:55,-27
04/09/22 09:24:56,-21
04/09/22 09:25:56,-17
04/09/22 09:26:56,-19
04/09/22 09:27:56,-1
04/09/22 09:28:56,-1
04/09/22 09:29:56,47
04/09/22 09:30:56,-11
04/09/22 09:31:57,-63
04/09/22 09:32:57,-70
04/09/22 09:33:57,8
04/09/22 09:34:57,27
04/09/22 09:35:58,21
04/09/22 09:36:58,17
04/09/22 09:37:58,7
04/09/22 09:38:58,-13
04/09/22 09:39:58,-3
04/09/22 09:40:58,18
04/09/22 09:41:58,0
04/09/22 09:42:59,39
04/09/22 09:43:59,22
04/09/22 09:44:59,23
04/09/22 09:45:59,20
04/09/22 09:46:59,3
04/09/22 09:47:59,50
04/09/22 09:49:01,0
04/09/22 09:50:01,-1
04/09/22 09:51:01,-2
04/09/22 09:52:01,25
04/09/22 09:53:02,0
04/09/22 09:54:02,43
04/09/22 09:55:02,63
04/09/22 09:56:02,22
04/09/22 09:57:02,8
04/09/22 09:58:02,0
04/09/22 09:59:02,0
04/09/22 10:00:03,5
04/09/22 10:01:03,3
04/09/22 10:02:03,21
04/09/22 10:03:03,5
04/09/22 10:04:06,-16
04/09/22 10:05:06,15
04/09/22 10:06:06,-2
04/09/22 10:07:06,0
04/09/22 10:08:07,0
04/09/22 10:09:07,0
04/09/22 10:10:07,4
04/09/22 10:11:07,-4
04/09/22 10:12:07,0
04/09/22 10:13:07,-10
04/09/22 10:14:07,-12
04/09/22 10:15:08,-8
04/09/22 10:16:08,-38
04/09/22 10:17:08,-1
04/09/22 10:18:08,-4
04/09/22 10:19:11,-4
04/09/22 10:20:11,2
04/09/22 10:21:12,0
04/09/22 10:22:12,-4
04/09/22 10:23:12,-8
04/09/22 10:24:12,-5
04/09/22 10:25:12,31
04/09/22 10:26:12,2
04/09/22 10:27:12,0
04/09/22 10:28:13,48
04/09/22 10:29:13,-1
04/09/22 10:30:13,8
04/09/22 10:31:13,5
04/09/22 10:32:13,0
04/09/22 10:33:13,0
04/09/22 10:34:16,0
04/09/22 10:35:16,32
04/09/22 10:36:16,18
04/09/22 10:37:16,-3
04/09/22 10:38:16,-11
04/09/22 10:39:16,0
04/09/22 10:40:17,12
04/09/22 10:41:17,1
04/09/22 10:42:17,-4
04/09/22 10:43:17,12
04/09/22 10:44:17,7
04/09/22 10:45:17,1
04/09/22 10:46:17,3
04/09/22 10:47:18,-25
04/09/22 10:48:18,-10
04/09/22 10:49:19,0
04/09/22 10:50:20,-5
04/09/22 10:51:20,2
04/09/22 10:52:20,0
04/09/22 10:53:20,6
04/09/22 10:54:20,-46
04/09/22 10:55:20,-50
04/09/22 10:56:21,0
04/09/22 10:57:21,41
04/09/22 10:58:21,1
04/09/22 10:59:21,16
04/09/22 11:00:21,0
04/09/22 11:01:21,-1
04/09/22 11:02:21,-1
04/09/22 11:03:24,0
04/09/22 11:04:27,0
04/09/22 11:05:27,8
04/09/22 11:06:27,0
04/09/22 11:07:27,-4
04/09/22 11:08:27,0
04/09/22 11:09:27,0
04/09/22 11:10:28,10
04/09/22 11:11:28,0
04/09/22 11:12:28,0
04/09/22 11:13:28,0
04/09/22 11:14:28,-11
04/09/22 11:15:28,0
04/09/22 11:16:29,2
04/09/22 11:17:29,1
04/09/22 11:18:29,-1
04/09/22 11:19:32,0
04/09/22 11:20:32,0
04/09/22 11:21:33,0
04/09/22 11:22:33,0
04/09/22 11:23:33,0
04/09/22 11:24:33,0
04/09/22 11:25:33,-3
04/09/22 11:26:33,0
04/09/22 11:27:34,0
04/09/22 11:28:34,0
04/09/22 11:29:34,23
04/09/22 11:30:34,-17
04/09/22 11:31:34,0
04/09/22 11:32:34,-27
04/09/22 11:33:34,0
04/09/22 12:23:58,0
04/09/22 12:24:59,67
04/09/22 12:25:59,0
04/09/22 12:26:59,0
04/09/22 12:27:59,0
04/09/22 12:28:59,0
04/09/22 12:29:59,0
04/09/22 12:30:59,0
04/09/22 12:32:00,0
04/09/22 12:33:00,0
04/09/22 12:34:00,0
04/09/22 12:35:00,0
04/09/22 12:36:02,0
04/09/22 12:37:02,0
04/09/22 12:38:02,0
04/09/22 12:39:02,0
04/09/22 12:40:02,0
04/09/22 12:41:03,0
04/09/22 12:42:03,0
04/09/22 12:43:03,0
04/09/22 12:44:03,0
04/09/22 12:45:03,0
04/09/22 12:46:03,3
04/09/22 12:47:03,0
04/09/22 12:48:04,0
04/09/22 12:49:04,0
04/09/22 14:10:32,0
04/09/22 14:11:32,0
04/09/22 14:12:32,0
04/09/22 14:13:32,-4
04/09/22 14:14:32,0
04/09/22 14:15:32,0
04/09/22 14:16:32,0
04/09/22 14:17:33,-14
04/09/22 14:18:33,-26
04/09/22 14:19:33,-33
04/09/22 14:20:33,-4
04/09/22 14:22:29,5
04/09/22 14:23:29,-4
04/09/22 14:24:30,-2
04/09/22 14:25:30,0
04/09/22 14:26:30,0
04/09/22 14:27:30,-4
04/09/22 14:28:30,10
04/09/22 14:29:30,2
04/09/22 14:30:30,14
04/09/22 14:31:31,1
04/09/22 14:32:31,-22
04/09/22 14:33:31,-3
04/09/22 14:34:31,7
04/09/22 14:35:31,-21
04/09/22 14:36:34,-4
04/09/22 14:37:35,3
04/09/22 14:38:35,-5
04/09/22 14:39:35,5
04/09/22 14:40:35,-3
04/09/22 14:41:35,0
04/09/22 14:42:35,-10
04/09/22 14:43:36,3
04/09/22 14:44:36,-16
04/09/22 14:45:36,-1
04/09/22 14:46:36,-14
04/09/22 14:47:36,0
04/09/22 14:48:36,-7
04/09/22 14:49:36,8
04/09/22 14:50:37,-2
04/09/22 14:51:38,-10
04/09/22 14:52:38,-3
04/09/22 14:53:38,0
04/09/22 14:54:38,19
04/09/22 14:55:38,0
04/09/22 14:56:39,39
04/09/22 14:57:39,4
04/09/22 14:58:39,5
04/09/22 14:59:39,49
04/09/22 15:00:39,0
04/09/22 15:01:39,0
04/09/22 15:02:40,0
04/09/22 15:03:40,51
04/09/22 15:04:40,3
04/09/22 15:05:40,0
04/09/22 15:06:41,-3
04/09/22 15:07:41,0
04/09/22 15:08:41,-8
04/09/22 15:09:42,11
04/09/22 15:10:42,27
04/09/22 15:11:42,-3
04/09/22 15:12:42,-2
04/09/22 15:13:42,-20
04/09/22 15:14:42,0
04/09/22 15:15:42,10
04/09/22 15:16:43,-23
04/09/22 15:17:43,-41
04/09/22 15:18:43,-19
04/09/22 15:19:43,-34
04/09/22 15:20:43,-41
04/09/22 15:21:45,0
04/09/22 15:22:45,-7
04/09/22 15:23:45,-38
04/09/22 15:24:46,0
04/09/22 15:25:46,2
04/09/22 15:26:46,-2
04/09/22 15:27:46,-2
04/09/22 15:28:46,-61
04/09/22 15:29:46,-35
04/09/22 15:30:47,-20
04/09/22 15:31:47,-53
04/09/22 15:32:47,3
04/09/22 15:33:47,-50
04/09/22 15:34:47,0
04/09/22 15:35:47,-25
04/09/22 15:36:49,-21
04/09/22 15:37:49,-28
04/09/22 15:38:49,-1
04/09/22 15:39:49,-9
04/09/22 15:40:49,-33
04/09/22 15:41:49,-31
04/09/22 15:42:50,0
04/09/22 15:43:50,0
04/09/22 15:44:50,-16
04/09/22 15:45:50,10
04/09/22 15:46:50,0
04/09/22 15:47:50,-69
04/09/22 15:48:51,-4
04/09/22 15:49:51,-26
04/09/22 15:50:51,-3
04/09/22 15:51:53,-38
04/09/22 15:52:53,-14
04/09/22 15:53:53,0
04/09/22 15:54:53,-20
04/09/22 15:55:53,-8
04/09/22 15:56:54,-28
04/09/22 15:57:54,-23
04/09/22 15:58:54,-30
04/09/22 15:59:54,0
04/09/22 16:00:54,-10
04/09/22 16:01:54,-1
04/09/22 16:02:55,-53
04/09/22 16:03:55,-1
04/09/22 16:04:55,-6
04/09/22 16:05:55,-34
04/09/22 16:06:58,0
04/09/22 16:07:58,-9
04/09/22 16:08:58,-16
04/09/22 16:09:59,-69
04/09/22 16:10:59,-4
04/09/22 16:11:59,9
04/09/22 16:12:59,0
04/09/22 16:13:59,4
04/09/22 16:14:59,-33
04/09/22 16:15:59,0
04/09/22 16:17:00,-46
04/09/22 16:18:00,-10
04/09/22 16:19:00,-2
04/09/22 16:20:00,-28
04/09/22 16:21:00,11
04/09/22 16:22:02,2
04/09/22 16:23:03,26
04/09/22 16:24:03,-2
04/09/22 16:25:03,1
04/09/22 16:26:03,0
04/09/22 16:27:03,0
04/09/22 16:28:03,0
04/09/22 16:29:03,-17
04/09/22 16:30:04,0
04/09/22 16:31:04,19
04/09/22 16:32:04,21
04/09/22 16:33:04,7
04/09/22 16:34:04,0
04/09/22 16:35:04,0
04/09/22 16:36:05,0
04/09/22 16:37:06,-8
04/09/22 16:38:06,-13
04/09/22 16:39:06,0
04/09/22 16:40:06,0
04/09/22 16:41:07,2
04/09/22 16:42:07,0
04/09/22 16:43:07,0
04/09/22 16:44:07,0
04/09/22 16:45:07,0
04/09/22 16:46:07,0
04/09/22 16:47:08,0
04/09/22 16:48:08,0
04/09/22 16:49:08,0
04/09/22 16:50:08,0
04/09/22 16:51:08,0
04/09/22 16:52:10,44
04/09/22 16:53:10,0
04/09/22 16:54:10,0
04/09/22 16:55:10,0
